Date,TAVG,PREC,RAD,RHAVG,W_SCAL_INT
2022-01-01 00:00,7.6,0,0,90.9,1.6
2022-01-01 01:00,7.4,0,0,91.7,1.5
2022-01-01 02:00,7.2,0,0,92.4,1.4
2022-01-01 03:00,7,0,0,93.2,1.4
2022-01-01 04:00,6.9,0,0,94,1.3
2022-01-01 05:00,6.7,0,0,94.7,1.2
2022-01-01 06:00,6.5,0,0,95.5,1.1
2022-01-01 07:00,6.9,0,0,94.7,1.2
2022-01-01 08:00,7.3,0,43.7,93.9,1.2
2022-01-01 09:00,7.7,0,140.7,93.1,1.3
2022-01-01 10:00,8,0,232.8,92.3,1.4
2022-01-01 11:00,8.4,0,290.9,91.5,1.4
2022-01-01 12:00,8.8,0,303.5,90.7,1.5
2022-01-01 13:00,8.4,0,267.8,91.9,1.4
2022-01-01 14:00,8.1,0,190.3,93,1.4
2022-01-01 15:00,7.8,0,90,94.2,1.4
2022-01-01 16:00,7.4,0,11.7,95.4,1.3
2022-01-01 17:00,7,0,0,96.5,1.2
2022-01-01 18:00,6.7,0,0,97.7,1.2
2022-01-01 19:00,6.5,0,0,97.7,1.1
2022-01-01 20:00,6.2,0,0,97.6,1.1
2022-01-01 21:00,6,0,0,97.5,1.1
2022-01-01 22:00,5.8,0,0,97.5,1
2022-01-01 23:00,5.5,0,0,97.5,1
2022-01-02 00:00,5.3,0,0,97.4,0.9
2022-01-02 01:00,5.2,0,0,97.2,0.9
2022-01-02 02:00,5.2,0,0,97,0.8
2022-01-02 03:00,5.1,0,0,96.8,0.8
2022-01-02 04:00,5,0,0,96.7,0.8
2022-01-02 05:00,5,0,0,96.5,0.7
2022-01-02 06:00,4.9,0,0,96.3,0.7
2022-01-02 07:00,5.5,0,0,95,0.7
2022-01-02 08:00,6.1,0,43.8,93.7,0.8
2022-01-02 09:00,6.7,0,140.8,92.4,0.8
2022-01-02 10:00,7.3,0,233.1,91.1,0.8
2022-01-02 11:00,7.9,0,291,89.8,0.9
2022-01-02 12:00,8.5,0,303.1,88.5,0.9
2022-01-02 13:00,8.3,0,267.3,89.7,0.9
2022-01-02 14:00,8,0,189.9,90.9,0.9
2022-01-02 15:00,7.8,0,90.5,92.1,0.9
2022-01-02 16:00,7.6,0,12.3,93.3,0.9
2022-01-02 17:00,7.3,0,0,94.5,0.9
2022-01-02 18:00,7.1,0,0,95.7,0.9
2022-01-02 19:00,7,0,0,95.8,0.9
2022-01-02 20:00,7,0,0,95.9,0.9
2022-01-02 21:00,6.9,0,0,96,1
2022-01-02 22:00,6.8,0,0,96,1
2022-01-02 23:00,6.8,0,0,96.1,1
2022-01-03 00:00,6.7,0,0,96.2,1
2022-01-03 01:00,6.7,0,0,95.9,1
2022-01-03 02:00,6.6,0,0,95.6,1
2022-01-03 03:00,6.5,0,0,95.3,1.1
2022-01-03 04:00,6.5,0,0,95.1,1.1
2022-01-03 05:00,6.5,0,0,94.8,1.1
2022-01-03 06:00,6.4,0,0,94.5,1.1
2022-01-03 07:00,6.9,0,0,93.7,1.2
2022-01-03 08:00,7.4,0,26.1,92.8,1.2
2022-01-03 09:00,7.9,0,61.7,92,1.3
2022-01-03 10:00,8.4,0,89.5,91.2,1.4
2022-01-03 11:00,8.9,0,78.1,90.3,1.4
2022-01-03 12:00,9.4,0,92.5,89.5,1.5
2022-01-03 13:00,9,0,72.6,90.8,1.5
2022-01-03 14:00,8.7,0,72.7,92.1,1.4
2022-01-03 15:00,8.3,0,36.3,93.5,1.4
2022-01-03 16:00,7.9,0,7.5,94.8,1.4
2022-01-03 17:00,7.6,0,0,96.1,1.3
2022-01-03 18:00,7.2,0,0,97.4,1.3
2022-01-03 19:00,7.2,0,0,97.2,1.4
2022-01-03 20:00,7.2,0,0,97,1.4
2022-01-03 21:00,7.2,0,0,96.8,1.4
2022-01-03 22:00,7.1,0,0,96.6,1.5
2022-01-03 23:00,7.1,0,0,96.4,1.6
2022-01-04 00:00,7.1,0,0,96.2,1.6
2022-01-04 01:00,7,0,0,95.9,1.6
2022-01-04 02:00,7,0,0,95.5,1.5
2022-01-04 03:00,6.9,0,0,95.2,1.4
2022-01-04 04:00,6.8,0,0,94.9,1.4
2022-01-04 05:00,6.8,0,0,94.5,1.4
2022-01-04 06:00,6.7,0,0,94.2,1.3
2022-01-04 07:00,7,0,0,93.1,1.3
2022-01-04 08:00,7.3,0,7.1,92,1.3
2022-01-04 09:00,7.6,0,29.1,90.8,1.3
2022-01-04 10:00,7.9,0,88.2,89.7,1.3
2022-01-04 11:00,8.2,0,117.4,88.6,1.3
2022-01-04 12:00,8.5,0,77,87.5,1.3
2022-01-04 13:00,8.2,0,160.9,89,1.3
2022-01-04 14:00,7.8,0,166.1,90.4,1.4
2022-01-04 15:00,7.5,0,75.2,91.9,1.4
2022-01-04 16:00,7.1,0,12.5,93.4,1.4
2022-01-04 17:00,6.8,0,0,94.8,1.5
2022-01-04 18:00,6.4,0,0,96.3,1.5
2022-01-04 19:00,6.5,0,0,96.3,1.4
2022-01-04 20:00,6.7,0,0,96.2,1.2
2022-01-04 21:00,6.8,0,0,96.2,1.1
2022-01-04 22:00,7,0,0,96.2,0.9
2022-01-04 23:00,7.2,0,0,96.1,0.8
2022-01-05 00:00,7.3,0,0,96.1,0.6
2022-01-05 01:00,7.3,0,0,95.7,0.7
2022-01-05 02:00,7.3,0,0,95.3,0.8
2022-01-05 03:00,7.3,0,0,94.8,0.8
2022-01-05 04:00,7.4,0,0,94.4,0.9
2022-01-05 05:00,7.4,0,0,94,1
2022-01-05 06:00,7.4,0,0,93.6,1.1
2022-01-05 07:00,7.7,0.2,0,93.2,1.2
2022-01-05 08:00,8,0.2,34,92.9,1.3
2022-01-05 09:00,8.3,0.2,116.7,92.5,1.4
2022-01-05 10:00,8.7,0.2,212.2,92.2,1.4
2022-01-05 11:00,9,0.2,221.3,91.8,1.5
2022-01-05 12:00,9.3,0.2,281.4,91.5,1.6
2022-01-05 13:00,8.8,0,246.4,91.7,1.7
2022-01-05 14:00,8.4,0,157.8,91.9,1.8
2022-01-05 15:00,8,0,64.7,92.2,1.9
2022-01-05 16:00,7.5,0,7.9,92.4,2
2022-01-05 17:00,7,0,0,92.6,2.1
2022-01-05 18:00,6.6,0,0,92.8,2.2
2022-01-05 19:00,5.8,0,0,91.2,2.1
2022-01-05 20:00,5.1,0,0,89.6,2
2022-01-05 21:00,4.3,0,0,88,1.8
2022-01-05 22:00,3.6,0,0,86.5,1.7
2022-01-05 23:00,2.8,0,0,84.9,1.6
2022-01-06 00:00,2.1,0,0,83.3,1.5
2022-01-06 01:00,1.8,0,0,84.6,1.5
2022-01-06 02:00,1.4,0,0,85.8,1.5
2022-01-06 03:00,1.1,0,0,87.1,1.6
2022-01-06 04:00,0.7,0,0,88.4,1.6
2022-01-06 05:00,0.4,0,0,89.6,1.6
2022-01-06 06:00,0,0,0,90.9,1.6
2022-01-06 07:00,1.2,0,0,86.8,1.5
2022-01-06 08:00,2.5,0,5.5,82.7,1.4
2022-01-06 09:00,3.7,0,24.5,78.5,1.3
2022-01-06 10:00,4.9,0,55.5,74.4,1.2
2022-01-06 11:00,6.2,0,89.2,70.3,1.1
2022-01-06 12:00,7.4,0,100.5,66.2,1
2022-01-06 13:00,6.4,0,102.5,69.4,1.1
2022-01-06 14:00,5.5,0,80.6,72.6,1.2
2022-01-06 15:00,4.5,0,68.9,75.8,1.3
2022-01-06 16:00,3.5,0,11.8,78.9,1.4
2022-01-06 17:00,2.6,0,0,82.1,1.5
2022-01-06 18:00,1.6,0,0,85.3,1.6
2022-01-06 19:00,1.7,0,0,80.3,1.6
2022-01-06 20:00,1.8,0,0,75.2,1.6
2022-01-06 21:00,2,0,0,70.2,1.6
2022-01-06 22:00,2.1,0,0,65.2,1.5
2022-01-06 23:00,2.2,0,0,60.1,1.5
2022-01-07 00:00,2.3,0,0,55.1,1.5
2022-01-07 01:00,2.1,0,0,57.8,1.6
2022-01-07 02:00,1.8,0,0,60.5,1.7
2022-01-07 03:00,1.6,0,0,63.2,1.8
2022-01-07 04:00,1.4,0,0,66,1.8
2022-01-07 05:00,1.1,0,0,68.7,1.9
2022-01-07 06:00,0.9,0,0,71.4,2
2022-01-07 07:00,2.4,0,0,70.8,1.9
2022-01-07 08:00,3.9,0,38.6,70.3,1.8
2022-01-07 09:00,5.3,0,131.3,69.7,1.7
2022-01-07 10:00,6.8,0,238.5,69.1,1.6
2022-01-07 11:00,8.3,0,305.5,68.6,1.5
2022-01-07 12:00,9.8,0,320.4,68,1.4
2022-01-07 13:00,8.9,0,285.1,71.9,1.5
2022-01-07 14:00,8,0,207,75.8,1.6
2022-01-07 15:00,7,0,102.4,79.8,1.7
2022-01-07 16:00,6.1,0,16.5,83.7,1.8
2022-01-07 17:00,5.2,0,0,87.6,1.9
2022-01-07 18:00,4.3,0,0,91.5,2
2022-01-07 19:00,3.8,0,0,92.6,2
2022-01-07 20:00,3.3,0,0,93.7,1.9
2022-01-07 21:00,2.8,0,0,94.8,1.8
2022-01-07 22:00,2.3,0,0,95.8,1.8
2022-01-07 23:00,1.8,0,0,96.9,1.8
2022-01-08 00:00,1.3,0,0,98,1.7
2022-01-08 01:00,0.9,0,0,91,1.4
2022-01-08 02:00,0.9,0,0,89.4,0.8
2022-01-08 03:00,0.5,0,0,90.4,1.7
2022-01-08 04:00,0.6,0,0,89.3,1
2022-01-08 05:00,0.3,0,0,88.5,1.6
2022-01-08 06:00,0.3,0,0,87.4,1.3
2022-01-08 07:00,0.4,0,0,84.4,1.5
2022-01-08 08:00,0.5,0,47,81.7,1.9
2022-01-08 09:00,0.8,0,150.8,79.7,1.7
2022-01-08 10:00,1.7,0,248.6,79.8,1.3
2022-01-08 11:00,2.4,0,309.4,78.1,0.7
2022-01-08 12:00,2.8,0,323.7,78.6,1.6
2022-01-08 13:00,3.5,0,279,77,0.9
2022-01-08 14:00,3.5,0,207.4,78.8,1.5
2022-01-08 15:00,2.5,0,106,86.2,1.3
2022-01-08 16:00,1.5,0,17.5,87.5,1.7
2022-01-08 17:00,1.4,0,0,85.6,1.8
2022-01-08 18:00,1.4,0,0,81.5,1.7
2022-01-08 19:00,1.4,0,0,78.1,1.6
2022-01-08 20:00,1.1,0,0,76.3,1.2
2022-01-08 21:00,0.9,0,0,75,1.7
2022-01-08 22:00,0.9,0,0,73.8,1.5
2022-01-08 23:00,1,0,0,71.5,1.7
2022-01-09 00:00,1.1,0,0,75.7,2.3
2022-01-09 01:00,1.4,0,0,69.6,1.4
2022-01-09 02:00,1.9,0,0,62.2,2.2
2022-01-09 03:00,2.1,0,0,62.1,1.3
2022-01-09 04:00,1.8,0,0,64.5,2.3
2022-01-09 05:00,1.5,0,0,66.8,1.3
2022-01-09 06:00,1.2,0,0,68.5,1
2022-01-09 07:00,1.2,0,0,68.3,1
2022-01-09 08:00,0.9,1,11,72,1.7
2022-01-09 09:00,0.1,1.9,40.4,92.9,5.6
2022-01-09 10:00,0.3,1.5,64,95,4
2022-01-09 11:00,0.3,1.7,84.8,95.7,4
2022-01-09 12:00,0.4,1.2,97.4,94.8,4.6
2022-01-09 13:00,0.5,0.6,90.4,94.7,4.5
2022-01-09 14:00,0.5,0.6,64.7,95.1,4
2022-01-09 15:00,0.6,0.8,32.2,92,3.8
2022-01-09 16:00,0.8,0.7,6.6,88.1,3.7
2022-01-09 17:00,0.9,0.3,0,88.4,3.7
2022-01-09 18:00,0.9,0.5,0,88.5,3.6
2022-01-09 19:00,0.9,0.4,0,89.1,3
2022-01-09 20:00,0.7,0.4,0,90.9,2.4
2022-01-09 21:00,0.6,0.2,0,92.3,3.2
2022-01-09 22:00,0.7,0.6,0,90.6,3.3
2022-01-09 23:00,0.8,0.5,0,90.3,3.8
2022-01-10 00:00,1.6,0.7,0,85.1,2.8
2022-01-10 01:00,0.9,0.2,0,92.3,3.7
2022-01-10 02:00,1,0.2,0,92.3,4.3
2022-01-10 03:00,1.1,0.1,0,88.8,4.3
2022-01-10 04:00,1,0.1,0,89.4,3.3
2022-01-10 05:00,1.1,0.1,0,87.4,3.4
2022-01-10 06:00,1.2,0,0,86.1,4.2
2022-01-10 07:00,1.2,0,0,85.3,4.5
2022-01-10 08:00,1.4,0,23,85.4,4.6
2022-01-10 09:00,2.1,0,92.7,82.6,4.2
2022-01-10 10:00,2.9,0,132.7,80.7,4.8
2022-01-10 11:00,3.5,0,141,79.2,5.2
2022-01-10 12:00,4.2,0,168.4,77.3,5
2022-01-10 13:00,4.6,0,154.6,77,4.6
2022-01-10 14:00,4.5,0,127.9,78.5,5.1
2022-01-10 15:00,3.9,0,74.6,80.1,4.7
2022-01-10 16:00,2.7,0,18.5,83.1,4.5
2022-01-10 17:00,2,0,0,85.6,4
2022-01-10 18:00,1.9,0,0,85.1,4.3
2022-01-10 19:00,1.3,0,0,85.4,3.9
2022-01-10 20:00,0.8,0,0,85,3.8
2022-01-10 21:00,0.6,0,0,85.1,3.4
2022-01-10 22:00,0.6,0,0,83.1,3.9
2022-01-10 23:00,0.4,0,0,82.9,3.9
2022-01-11 00:00,1.4,0,0,92.1,3.5
2022-01-11 01:00,0.4,0,0,89.4,2.2
2022-01-11 02:00,0.5,0,0,86.4,2.4
2022-01-11 03:00,0.7,0,0,86.7,3.1
2022-01-11 04:00,0.2,0,0,86.3,2.7
2022-01-11 05:00,0.5,0,0,86.7,3.7
2022-01-11 06:00,0.6,0,0,87.2,3.5
2022-01-11 07:00,0.1,0,0,85.7,3.1
2022-01-11 08:00,0,0,47.5,87.4,3.3
2022-01-11 09:00,0.6,0,150.6,84.7,3.5
2022-01-11 10:00,1.7,0,249.2,80.6,4
2022-01-11 11:00,2.5,0,313.1,78.4,4.3
2022-01-11 12:00,3,0,330.2,78.9,3.8
2022-01-11 13:00,4.1,0,296.5,76.4,3.5
2022-01-11 14:00,3.9,0,218.3,78.2,3.2
2022-01-11 15:00,2.9,0,113.6,80.8,2.8
2022-01-11 16:00,2.2,0,21,80.2,2.6
2022-01-11 17:00,1.4,0,0,85.6,1.9
2022-01-11 18:00,1.1,0,0,87.9,1.6
2022-01-11 19:00,1.4,0,0,76.4,2.3
2022-01-11 20:00,1.5,0,0,70.3,3.6
2022-01-11 21:00,1.3,0,0,72.5,2.8
2022-01-11 22:00,0.8,0,0,75.8,1.4
2022-01-11 23:00,0.2,0,0,82.2,2.1
2022-01-12 00:00,1.7,0,0,72.7,3.6
2022-01-12 01:00,1.7,0,0,76.1,3.6
2022-01-12 02:00,1.8,0,0,74.1,3.9
2022-01-12 03:00,1.6,0,0,72.9,3.8
2022-01-12 04:00,0.1,0,0,85.8,2.1
2022-01-12 05:00,-0.6,0,0,88.9,2.5
2022-01-12 06:00,-0.6,0,0,86.5,3
2022-01-12 07:00,-0.9,0,0,86.9,3.3
2022-01-12 08:00,-0.8,0,46.1,85.8,3.4
2022-01-12 09:00,-0.3,0,148.2,84.2,3.9
2022-01-12 10:00,0.6,0,249.6,81.8,4
2022-01-12 11:00,1.7,0,315.4,79.3,4.3
2022-01-12 12:00,2.2,0,333.8,78.8,4
2022-01-12 13:00,2.5,0,302.2,79.1,3.8
2022-01-12 14:00,2.3,0,224.7,81.2,3.7
2022-01-12 15:00,1.5,0,117.9,84.8,3.1
2022-01-12 16:00,0.7,0,22.6,85.3,2.6
2022-01-12 17:00,0.6,0,0,85.7,2.5
2022-01-12 18:00,0.2,0,0,86.5,2.6
2022-01-12 19:00,-0.2,0,0,87.2,2.4
2022-01-12 20:00,-0.3,0,0,87.6,2.5
2022-01-12 21:00,-0.4,0,0,87.5,2.8
2022-01-12 22:00,-0.7,0,0,88.6,2.7
2022-01-12 23:00,-0.7,0,0,86.6,3
2022-01-13 00:00,0.2,0,0,78.1,1.5
2022-01-13 01:00,-0.2,0,0,77.6,2.1
2022-01-13 02:00,-0.2,0,0,73.8,2.3
2022-01-13 03:00,-0.6,0,0,77,2.5
2022-01-13 04:00,-0.8,0,0,78.3,2.3
2022-01-13 05:00,-1,0,0,80.6,2
2022-01-13 06:00,-0.8,0,0,80.7,2.6
2022-01-13 07:00,-0.7,0,0,80.9,2.5
2022-01-13 08:00,-0.6,0,50.1,81.5,2.5
2022-01-13 09:00,0.1,0,155.9,79.9,2.6
2022-01-13 10:00,1.5,0,256.3,78,2.4
2022-01-13 11:00,2.3,0,320.7,75.9,2.8
2022-01-13 12:00,2.7,0,337.4,76.6,2.6
2022-01-13 13:00,2.9,0,303.6,77.9,2.5
2022-01-13 14:00,2.4,0,225.1,79.6,2.3
2022-01-13 15:00,1.7,0,118.2,77.8,2.4
2022-01-13 16:00,1.4,0,23.1,76.7,2.1
2022-01-13 17:00,1.5,0,0,73.4,2.2
2022-01-13 18:00,1.4,0,0,70.7,1.9
2022-01-13 19:00,1.3,0,0,69,2
2022-01-13 20:00,1.4,0,0,66.5,2
2022-01-13 21:00,1.4,0,0,65.3,1.7
2022-01-13 22:00,1,0,0,67.4,1.3
2022-01-13 23:00,0.8,0,0,66.8,1.3
2022-01-14 00:00,1.9,0,0,59.4,1.4
2022-01-14 01:00,1.9,0,0,56.8,1.1
2022-01-14 02:00,2.1,0,0,54.9,2.2
2022-01-14 03:00,1.7,0,0,56.6,2
2022-01-14 04:00,1.5,0,0,57.1,1.9
2022-01-14 05:00,1.3,0,0,57.4,1.4
2022-01-14 06:00,1.4,0,0,56.2,1.9
2022-01-14 07:00,2.8,0,0,49,2.2
2022-01-14 08:00,3.3,0,49.7,50.3,2.2
2022-01-14 09:00,4.3,0,154.1,55.1,1.6
2022-01-14 10:00,5.2,0,252.5,60.4,1.1
2022-01-14 11:00,6.1,0,315.4,62.4,0.6
2022-01-14 12:00,6.9,0,331.3,64.5,0.7
2022-01-14 13:00,7.3,0,297.9,69.9,0.9
2022-01-14 14:00,7.1,0,221.1,70.1,0.7
2022-01-14 15:00,6.8,0,117.2,66.3,0.3
2022-01-14 16:00,6.4,0,24.1,65.8,0.4
2022-01-14 17:00,6.1,0,0,65.2,1.3
2022-01-14 18:00,5.4,0,0,68.1,1
2022-01-14 19:00,4.9,0,0,71,1
2022-01-14 20:00,4.7,0,0,72.3,0.6
2022-01-14 21:00,5.1,0,0,70.6,1
2022-01-14 22:00,5.2,0,0,70.2,1.2
2022-01-14 23:00,4.8,0,0,72.5,1.5
2022-01-15 00:00,5.2,0,0,72,1.3
2022-01-15 01:00,6.6,0,0,69.1,1.4
2022-01-15 02:00,6.3,0,0,69.2,0.9
2022-01-15 03:00,7.3,0,0,68.4,1.9
2022-01-15 04:00,6.4,0,0,71,1.2
2022-01-15 05:00,5.1,0,0,75.3,1.2
2022-01-15 06:00,4.9,0,0,74.4,0.6
2022-01-15 07:00,4.5,0,0,69.6,0.9
2022-01-15 08:00,4.2,0,50.5,73.8,0.3
2022-01-15 09:00,5,0,155.6,73,1.2
2022-01-15 10:00,5.1,0,255,76.3,0.7
2022-01-15 11:00,6.4,0,319.2,74.8,0.7
2022-01-15 12:00,7.4,0,336.2,73.6,1.3
2022-01-15 13:00,7.6,0,303.2,74,1.3
2022-01-15 14:00,7.3,0,226.2,77.6,1.2
2022-01-15 15:00,6.4,0,121.1,80,0.9
2022-01-15 16:00,5.4,0,25.6,79.6,0.9
2022-01-15 17:00,5,0,0,78.2,0.6
2022-01-15 18:00,4.3,0,0,79.3,1.2
2022-01-15 19:00,3.6,0,0,80.7,1.1
2022-01-15 20:00,3.4,0,0,78.9,1.4
2022-01-15 21:00,3.3,0,0,78.6,1.5
2022-01-15 22:00,2.7,0,0,78,1.6
2022-01-15 23:00,2.4,0,0,76.5,1.5
2022-01-16 00:00,3.9,0,0,66.3,1.3
2022-01-16 01:00,3.4,0,0,71.5,1.5
2022-01-16 02:00,3.5,0,0,65.1,1.1
2022-01-16 03:00,3.1,0,0,66.9,1.1
2022-01-16 04:00,2.8,0,0,68.9,1.1
2022-01-16 05:00,2.8,0,0,70.8,1.1
2022-01-16 06:00,2.7,0,0,72.7,1.3
2022-01-16 07:00,3.1,0,0,69.3,0.9
2022-01-16 08:00,3.2,0,51.9,72.8,0.8
2022-01-16 09:00,3.2,0,158.4,77.1,1
2022-01-16 10:00,3.8,0,258.5,79.5,1.2
2022-01-16 11:00,5,0,323,78.4,0.7
2022-01-16 12:00,6.3,0,340.7,74.5,0.4
2022-01-16 13:00,7.1,0,308.2,74.8,0.3
2022-01-16 14:00,7.3,0,230.7,77.3,0.4
2022-01-16 15:00,6.9,0,124.5,76.3,0.2
2022-01-16 16:00,6.4,0,27.2,79.3,1
2022-01-16 17:00,5.5,0,0,87.2,2
2022-01-16 18:00,5.2,0,0,89,1.8
2022-01-16 19:00,5.1,0,0,89.1,1.8
2022-01-16 20:00,5,0,0,88.4,1.8
2022-01-16 21:00,5,0,0,88.3,1.9
2022-01-16 22:00,4.9,0,0,87.9,1.6
2022-01-16 23:00,4.1,0,0,89.5,1.5
2022-01-17 00:00,4.9,0,0,83.5,1.8
2022-01-17 01:00,4.7,0,0,82.4,1.3
2022-01-17 02:00,4.1,0,0,84,1.4
2022-01-17 03:00,3.1,0,0,88.6,2
2022-01-17 04:00,2.7,0,0,88.2,1.9
2022-01-17 05:00,3,0,0,83.7,1.6
2022-01-17 06:00,2.8,0,0,84.7,2.3
2022-01-17 07:00,2.1,0,0,86.7,1.9
2022-01-17 08:00,2.4,0,53.8,84.7,1.1
2022-01-17 09:00,3.6,0,161.9,80.3,0.6
2022-01-17 10:00,4.9,0,263.4,77.4,0.9
2022-01-17 11:00,6.2,0,328.9,74.9,0.6
2022-01-17 12:00,7.3,0,347.2,72.9,1
2022-01-17 13:00,7.9,0,314.2,73.4,1
2022-01-17 14:00,7.7,0,235.7,78.2,1
2022-01-17 15:00,7,0,128.3,81,0.9
2022-01-17 16:00,6.2,0,28.8,80.3,1.8
2022-01-17 17:00,6.3,0,0,76.8,1.5
2022-01-17 18:00,5.6,0,0,77.9,1.3
2022-01-17 19:00,5.4,0,0,74.1,1.2
2022-01-17 20:00,4.7,0,0,71.8,1.2
2022-01-17 21:00,4.7,0,0,66.5,1.4
2022-01-17 22:00,4.4,0,0,66,1.2
2022-01-17 23:00,4.4,0,0,63.4,0.7
2022-01-18 00:00,5.2,0,0,65.1,1.3
2022-01-18 01:00,4,0,0,68,1.2
2022-01-18 02:00,4.4,0,0,65.3,1.9
2022-01-18 03:00,2.9,0,0,71.5,1
2022-01-18 04:00,2.8,0,0,71.3,1.3
2022-01-18 05:00,3,0,0,70.2,0.3
2022-01-18 06:00,2.6,0,0,72.6,1.4
2022-01-18 07:00,2.7,0,0,72.9,1.6
2022-01-18 08:00,3.1,0,53.6,73,0.9
2022-01-18 09:00,3.9,0,160.9,70.6,1.2
2022-01-18 10:00,3.4,0,261.8,79.5,1.6
2022-01-18 11:00,4.7,0,327.2,76.4,1.2
2022-01-18 12:00,5.8,0,345.8,73.4,1.6
2022-01-18 13:00,6.4,0,314.4,73.2,1.8
2022-01-18 14:00,6.3,0,237.3,76.9,1.5
2022-01-18 15:00,5.6,0,130.4,81.2,1
2022-01-18 16:00,4.6,0,30.3,82.9,0.6
2022-01-18 17:00,4.1,0,0,81.3,0.6
2022-01-18 18:00,4.1,0,0,80.1,0.6
2022-01-18 19:00,3.8,0,0,81.4,1.5
2022-01-18 20:00,2.7,0,0,85.5,1.6
2022-01-18 21:00,2.2,0,0,84.1,1.6
2022-01-18 22:00,1.8,0,0,82.1,1.4
2022-01-18 23:00,1.8,0,0,79.8,1.4
2022-01-19 00:00,3.1,0,0,87.6,1.6
2022-01-19 01:00,2.2,0,0,90.5,1.4
2022-01-19 02:00,2.3,0,0,73.6,0.5
2022-01-19 03:00,2.8,0,0,75.9,1
2022-01-19 04:00,2.4,0,0,67.8,0.4
2022-01-19 05:00,2.5,0,0,73.2,1.2
2022-01-19 06:00,1.9,0,0,78.7,1.2
2022-01-19 07:00,1.3,0,0,82.4,1.1
2022-01-19 08:00,1.7,0,56,82.5,0.5
2022-01-19 09:00,2.5,0,165.9,82.4,0.4
2022-01-19 10:00,3.6,0,268.9,79.6,0.9
2022-01-19 11:00,3.9,0,336.1,82.6,0.6
2022-01-19 12:00,5,0,354.1,79.8,1.3
2022-01-19 13:00,5.5,0,321.2,79.7,1.5
2022-01-19 14:00,5.6,0,243,80.8,0.8
2022-01-19 15:00,5.1,0,134.4,81.9,0.4
2022-01-19 16:00,4.2,0,32.2,81.7,0.3
2022-01-19 17:00,4,0,0,79.3,0.7
2022-01-19 18:00,4,0,0,78.1,1.3
2022-01-19 19:00,3.6,0,0,78.6,1.4
2022-01-19 20:00,3.6,0,0,80.2,1.3
2022-01-19 21:00,3.7,0,0,81.5,1.6
2022-01-19 22:00,3.1,0,0,86.3,1.5
2022-01-19 23:00,3.7,0,0,87,1.2
2022-01-20 00:00,2.1,0,0,85.8,1.4
2022-01-20 01:00,1.6,0,0,81.6,0.7
2022-01-20 02:00,2,0,0,89.5,1.3
2022-01-20 03:00,1.9,0,0,92.1,1.4
2022-01-20 04:00,2.3,0,0,91.2,1.5
2022-01-20 05:00,2.9,0,0,89.2,0.8
2022-01-20 06:00,2.3,0.1,0,92.7,1.1
2022-01-20 07:00,2.3,0,0,94.4,1.9
2022-01-20 08:00,2.4,0,15.9,94.5,3.2
2022-01-20 09:00,2.4,1.1,18.1,95.9,2
2022-01-20 10:00,3.5,0.1,96.5,92,2.4
2022-01-20 11:00,4.9,0,244.1,88.2,2.5
2022-01-20 12:00,6.2,0,291.9,85.6,2.3
2022-01-20 13:00,6.3,0,288.8,86.5,3.2
2022-01-20 14:00,6.4,0,201.9,85.2,2.4
2022-01-20 15:00,6,0,103.6,86.5,1.9
2022-01-20 16:00,5.6,0,21.1,88,0.5
2022-01-20 17:00,5.4,0,0,87.8,0.4
2022-01-20 18:00,5,0,0,88.4,0.6
2022-01-20 19:00,4.5,0,0,89.6,1
2022-01-20 20:00,4.1,0,0,90.6,1.2
2022-01-20 21:00,3.6,0,0,91.1,0.9
2022-01-20 22:00,3.4,0,0,86.4,0.4
2022-01-20 23:00,3.3,0,0,85,0.6
2022-01-21 00:00,2.1,0,0,85.9,0.9
2022-01-21 01:00,2.8,0,0,80.9,1
2022-01-21 02:00,1.5,0,0,84.4,0.6
2022-01-21 03:00,1.9,0,0,84.3,0.9
2022-01-21 04:00,1.9,0,0,93.7,1.5
2022-01-21 05:00,2.1,0,0,92.8,0.9
2022-01-21 06:00,1.7,0,0,97.8,1
2022-01-21 07:00,1.8,0,0,97.5,2
2022-01-21 08:00,2.1,0,41.2,96.3,2.3
2022-01-21 09:00,3.1,0,99.9,91.5,1.6
2022-01-21 10:00,4.2,0,162.7,86.8,2.3
2022-01-21 11:00,5.1,0,205.3,82,3.3
2022-01-21 12:00,5.5,0,206.1,80.7,3.4
2022-01-21 13:00,5.6,0,240.3,81,3.2
2022-01-21 14:00,5.5,0,183.7,82.3,2.6
2022-01-21 15:00,5.1,0,95.1,85.4,2.4
2022-01-21 16:00,3.7,0,33.5,91.4,1.8
2022-01-21 17:00,2.5,0,0,93.5,1.9
2022-01-21 18:00,1.7,0,0,93.6,1.8
2022-01-21 19:00,1.3,0,0,89.8,2.1
2022-01-21 20:00,1.2,0,0,85.5,2.2
2022-01-21 21:00,1.2,0,0,84.7,2.2
2022-01-21 22:00,1.1,0,0,83,1.9
2022-01-21 23:00,1,0,0,82.4,1.9
2022-01-22 00:00,-1.3,0,0,91.5,1.4
2022-01-22 01:00,-1.5,0,0,91,1.4
2022-01-22 02:00,-1.7,0,0,90.4,1.3
2022-01-22 03:00,-1.9,0,0,89.8,1.3
2022-01-22 04:00,-2.2,0,0,89.3,1.3
2022-01-22 05:00,-2.4,0,0,88.8,1.2
2022-01-22 06:00,-2.6,0,0,88.2,1.2
2022-01-22 07:00,-0.6,0,0,82.3,1.4
