timestamp,precipitation
1641002400,0.0
1641006000,0.0
1641009600,0.0
1641013200,0.0
1641016800,0.0
1641020400,0.0
1641024000,0.0
1641027600,0.0
1641031200,0.0
1641034800,0.0
1641038400,0.0
1641042000,0.0
1641045600,0.0
1641049200,0.0
1641052800,0.0
1641056400,0.0
1641060000,0.0
1641063600,0.0
1641067200,0.0
1641070800,0.0
1641074400,0.0
1641078000,0.0
1641081600,0.0
1641085200,0.0
1641088800,0.0
1641092400,0.0
1641096000,0.0
1641099600,0.0
1641103200,0.0
1641106800,0.0
1641110400,0.0
1641114000,0.0
1641117600,0.0
1641121200,0.0
1641124800,0.0
1641128400,0.0
1641132000,0.0
1641135600,0.0
1641139200,0.0
1641142800,0.0
1641146400,0.0
1641150000,0.0
1641153600,0.0
1641157200,0.0
1641160800,0.0
1641164400,0.0
1641168000,0.0
1641171600,0.0
1641175200,0.0
1641178800,0.0
1641182400,0.0
1641186000,0.0
1641189600,0.0
1641193200,0.0
1641196800,0.0
1641200400,0.0
1641204000,0.0
1641207600,0.0
1641211200,0.0
1641214800,0.0
1641218400,0.0
1641222000,0.0
1641225600,0.0
1641229200,0.0
1641232800,0.0
1641236400,0.0
1641240000,0.0
1641243600,0.0
1641247200,0.0
1641250800,0.0
1641254400,0.0
1641258000,0.0
1641261600,0.0
1641265200,0.0
1641268800,0.0
1641272400,0.0
1641276000,0.0
1641279600,0.0
1641283200,0.0
1641286800,0.0
1641290400,0.0
1641294000,0.0
1641297600,0.0
1641301200,0.0
1641304800,0.0
1641308400,0.0
1641312000,0.0
1641315600,0.0
1641319200,0.0
1641322800,0.0
1641326400,0.0
1641330000,0.0
1641333600,0.0
1641337200,0.0
1641340800,0.0
1641344400,0.0
1641348000,0.0
1641351600,0.0
1641355200,0.0
1641358800,0.0
1641362400,0.0
1641366000,0.0
1641369600,0.0
1641373200,0.2
1641376800,0.2
1641380400,0.2
1641384000,0.2
1641387600,0.2
1641391200,0.2
1641394800,0.0
1641398400,0.0
1641402000,0.0
1641405600,0.0
1641409200,0.0
1641412800,0.0
1641416400,0.0
1641420000,0.0
1641423600,0.0
1641427200,0.0
1641430800,0.0
1641434400,0.0
1641438000,0.0
1641441600,0.0
1641445200,0.0
1641448800,0.0
1641452400,0.0
1641456000,0.0
1641459600,0.0
1641463200,0.0
1641466800,0.0
1641470400,0.0
1641474000,0.0
1641477600,0.0
1641481200,0.0
1641484800,0.0
1641488400,0.0
1641492000,0.0
1641495600,0.0
1641499200,0.0
1641502800,0.0
1641506400,0.0
1641510000,0.0
1641513600,0.0
1641517200,0.0
1641520800,0.0
1641524400,0.0
1641528000,0.0
1641531600,0.0
1641535200,0.0
1641538800,0.0
1641542400,0.0
1641546000,0.0
1641549600,0.0
1641553200,0.0
1641556800,0.0
1641560400,0.0
1641564000,0.0
1641567600,0.0
1641571200,0.0
1641574800,0.0
1641578400,0.0
1641582000,0.0
1641585600,0.0
1641589200,0.0
1641592800,0.0
1641596400,0.0
1641600000,0.0
1641603600,0.0
1641607200,0.0
1641610800,0.0
1641614400,0.0
1641618000,0.0
1641621600,0.0
1641625200,0.0
1641628800,0.0
1641632400,0.0
1641636000,0.0
1641639600,0.0
1641643200,0.0
1641646800,0.0
1641650400,0.0
1641654000,0.0
1641657600,0.0
1641661200,0.0
1641664800,0.0
