x,y,z,value
0.0,0.0,0.6,-533.06
0.25,0.0,0.6,-327.08
0.5,0.0,0.6,-360.88
0.8,0.0,0.6,-618.06
0.0,0.0,0.4,-27.08
0.25,0.0,0.4,-239.36
0.5,0.0,0.4,-566.61
0.8,0.0,0.4,-821.63
0.0,0.0,0.2,-21.90
0.25,0.0,0.2,-33.21
0.5,0.0,0.2,-228.42
0.8,0.0,0.2,-706.37
