upper_depth,lower_depth,sand,silt,clay,Campbell_he,Campbell_b,VG_he,VG_alpha,VG_n,thetaR,thetaS,Ks
0.0, 0.9, 30, 30, 40, 0.23,	5.4, 0.23, 3.0, 1.42, 0.03, 0.5, 8.9e-7
