Nome della stazione,Rete di misura,Comune,Provincia,Regione,Nazione,Altezza (Metri sul livello del mare),Longitudine (Gradi Centesimali),Latitudine (Gradi Centesimali),Bacino
Martorano,locali,CESENA,FORLI-CESENA,EMILIA-ROMAGNA,ITALY,25.0,12.267976,44.16614,PIANURA FRA SAVIO E RUBICONE
