timestamp,z0.6_y0.0_x0.0,z0.6_y0.0_x0.25,z0.6_y0.0_x0.5,z0.6_y0.0_x0.8,z0.4_y0.0_x0.0,z0.4_y0.0_x0.25,z0.4_y0.0_x0.5,z0.4_y0.0_x0.8,z0.2_y0.0_x0.0,z0.2_y0.0_x0.25,z0.2_y0.0_x0.5,z0.2_y0.0_x0.8
1630447200,-47.606936183100004,-23.3899494375,-32.0124863775,-509.8936894911,-21.0412119996,-31.6773264384,-23.1023832231,-23.3899494375,-21.3288467904,-32.0124863775,-21.0412119996,-49.2317244975
1630450800,-48.89723437439999,-23.7254312604,-32.0124863775,-506.5519925775,-21.0412119996,-31.6773264384,-23.1023832231,-23.3899494375,-21.3288467904,-32.0124863775,-21.0412119996,-49.2317244975
1630454400,-50.2351167216,-23.1023832231,-32.0124863775,-503.5251466224,-21.0412119996,-32.2997559591,-23.1023832231,-23.3899494375,-21.3288467904,-32.0124863775,-21.0412119996,-48.89723437439999
1630458000,-51.1906193856,-23.3899494375,-32.2997559591,-500.90392839,-21.0412119996,-32.9221405596,-23.1023832231,-23.7254312604,-21.3288467904,-32.0124863775,-21.0412119996,-48.5627312271
1630461600,-52.5281444976,-23.3899494375,-32.2997559591,-499.4121465039,-21.0412119996,-33.5444802399,-23.1023832231,-23.7254312604,-21.3288467904,-32.0124863775,-21.0412119996,-48.5627312271
1630465200,-53.483391993599994,-23.3899494375,-32.2997559591,-496.0206566364,-21.0412119996,-33.8316987879,-23.1023832231,-24.0129767424,-21.3288467904,-32.0124863775,-21.0412119996,-48.2282150556
1630468800,-54.7728074631,-23.3899494375,-32.5870159719,-494.93506410839996,-21.0412119996,-34.4539728156,-23.1023832231,-24.0129767424,-21.3288467904,-32.0124863775,-21.0412119996,-48.2282150556
1630472400,-56.109774395100004,-23.3899494375,-32.5870159719,-493.03490878559995,-21.3288467904,-34.789024839899994,-23.1023832231,-24.0129767424,-21.3288467904,-32.0124863775,-21.0412119996,-48.2282150556
1630476000,-57.3987951516,-23.3899494375,-32.9221405596,-491.5416006759,-21.3288467904,-35.4590898159,-23.1023832231,-24.3005126556,-21.3288467904,-32.2997559591,-21.3288467904,-48.2282150556
1630479600,-58.7353527516,-23.7254312604,-33.20937984,-490.77220777559995,-21.3288467904,-35.7941027676,-23.1023832231,-24.3005126556,-21.6164720124,-32.2997559591,-21.3288467904,-48.2282150556
1630483200,-60.167147505600006,-23.7254312604,-33.5444802399,-490.04800311,-21.6164720124,-36.4162351239,-23.1023832231,-24.6359591271,-21.6164720124,-32.5870159719,-21.3288467904,-48.5627312271
1630486800,-61.55098837590001,-24.0129767424,-33.5444802399,-489.27846109589996,-21.6164720124,-36.7512108636,-23.3899494375,-24.9234743079,-21.6164720124,-32.5870159719,-21.6164720124,-48.5627312271
1630490400,-62.982312663900004,-24.0129767424,-33.8316987879,-490.41011394839995,-21.6164720124,-37.4211232704,-23.3899494375,-25.2588965916,-21.6164720124,-32.9221405596,-21.6164720124,-48.5627312271
