timestamp,z20_y0_x0,z20_y0_x25,z20_y0_x50,z20_y0_x80,z40_y0_x0,z40_y0_x25,z40_y0_x50,z40_y0_x80,z60_y0_x0,z60_y0_x25,z60_y0_x50,z60_y0_x80
1718838000,-39.342,-39.337,-39.337,-39.337,-39.303,-39.299,-39.299,-39.299,-39.266,-39.262,-39.262,-39.262
1718841600,-39.351,-39.343,-39.343,-39.343,-39.311,-39.303,-39.303,-39.303,-39.271,-39.263,-39.263,-39.263
1718845200,-39.385,-39.373,-39.373,-39.373,-39.334,-39.321,-39.321,-39.321,-39.282,-39.270,-39.270,-39.270
1718848800,-39.495,-39.479,-39.479,-39.479,-39.402,-39.386,-39.386,-39.386,-39.310,-39.294,-39.294,-39.294
1718852400,-39.571,-39.551,-39.551,-39.551,-39.451,-39.431,-39.431,-39.431,-39.331,-39.311,-39.311,-39.311
1718856000,-39.649,-39.626,-39.626,-39.626,-39.502,-39.478,-39.478,-39.478,-39.352,-39.328,-39.328,-39.328
1718859600,-39.858,-39.831,-39.831,-39.831,-39.631,-39.604,-39.604,-39.604,-39.402,-39.375,-39.375,-39.375
1718863200,-40.170,-40.139,-40.139,-40.139,-39.823,-39.792,-39.792,-39.792,-39.475,-39.444,-39.444,-39.444
1718866800,-40.572,-40.538,-40.538,-40.538,-40.069,-40.035,-40.035,-40.035,-39.567,-39.533,-39.533,-39.533
1718870400,-41.127,-41.088,-41.088,-41.088,-40.405,-40.367,-40.367,-40.367,-39.691,-39.654,-39.653,-39.654
1718874000,-41.839,-41.797,-41.797,-41.797,-40.833,-40.792,-40.791,-40.791,-39.848,-39.807,-39.807,-39.807
1718877600,-42.272,-42.227,-42.226,-42.226,-41.099,-41.054,-41.054,-41.054,-39.946,-39.902,-39.902,-39.902
1718881200,-42.470,-42.421,-42.421,-42.421,-41.228,-41.181,-41.180,-41.180,-39.995,-39.948,-39.948,-39.948
1718884800,-42.957,-42.905,-42.904,-42.904,-41.526,-41.475,-41.474,-41.474,-40.104,-40.054,-40.053,-40.053
1718888400,-43.510,-43.455,-43.454,-43.454,-41.861,-41.807,-41.807,-41.807,-40.225,-40.172,-40.172,-40.172
1718892000,-44.143,-44.084,-44.083,-44.083,-42.241,-42.184,-42.184,-42.184,-40.362,-40.306,-40.305,-40.305
1718895600,-45.051,-44.989,-44.988,-44.988,-42.777,-42.716,-42.716,-42.716,-40.551,-40.492,-40.491,-40.491
1718899200,-45.647,-45.581,-45.580,-45.580,-43.135,-43.071,-43.070,-43.070,-40.678,-40.616,-40.615,-40.615
1718902800,-45.851,-45.782,-45.781,-45.781,-43.275,-43.209,-43.208,-43.208,-40.731,-40.666,-40.665,-40.665
1718906400,-45.983,-45.912,-45.911,-45.911,-43.376,-43.308,-43.307,-43.307,-40.770,-40.703,-40.702,-40.702
1718910000,-45.984,-45.911,-45.909,-45.909,-43.404,-43.333,-43.332,-43.332,-40.785,-40.715,-40.714,-40.714
1718913600,-45.943,-45.868,-45.867,-45.867,-43.409,-43.336,-43.334,-43.334,-40.792,-40.720,-40.718,-40.718
1718917200,-45.903,-45.826,-45.824,-45.824,-43.413,-43.338,-43.337,-43.337,-40.798,-40.724,-40.723,-40.723
1718920800,-45.863,-45.784,-45.782,-45.782,-43.417,-43.341,-43.339,-43.339,-40.805,-40.729,-40.727,-40.727
1718924400,-45.824,-45.743,-45.741,-45.741,-43.422,-43.343,-43.341,-43.341,-40.812,-40.734,-40.731,-40.731
1718928000,-45.785,-45.702,-45.700,-45.700,-43.426,-43.345,-43.343,-43.343,-40.819,-40.738,-40.736,-40.736
1718931600,-45.750,-45.666,-45.663,-45.663,-43.431,-43.349,-43.346,-43.346,-40.826,-40.743,-40.741,-40.741
1718935200,-45.713,-45.627,-45.624,-45.624,-43.435,-43.350,-43.348,-43.348,-40.833,-40.748,-40.745,-40.745
1718938800,-45.713,-45.625,-45.622,-45.622,-43.459,-43.372,-43.369,-43.369,-40.847,-40.760,-40.757,-40.757
1718942400,-45.685,-45.595,-45.592,-45.592,-43.466,-43.378,-43.375,-43.375,-40.855,-40.766,-40.763,-40.762
1718946000,-45.740,-45.648,-45.645,-45.645,-43.520,-43.430,-43.426,-43.427,-40.879,-40.788,-40.784,-40.784
1718949600,-45.913,-45.819,-45.816,-45.816,-43.640,-43.548,-43.544,-43.544,-40.925,-40.832,-40.828,-40.828
1718953200,-46.148,-46.051,-46.048,-46.048,-43.794,-43.700,-43.696,-43.696,-40.983,-40.888,-40.884,-40.884
1718956800,-46.604,-46.505,-46.501,-46.501,-44.072,-43.975,-43.971,-43.971,-41.083,-40.986,-40.981,-40.981
1718960400,-47.466,-47.363,-47.359,-47.359,-44.574,-44.474,-44.469,-44.470,-41.256,-41.157,-41.152,-41.152
1718964000,-48.562,-48.453,-48.449,-48.449,-45.200,-45.097,-45.092,-45.092,-41.469,-41.367,-41.362,-41.362
1718967600,-49.355,-49.242,-49.237,-49.237,-45.658,-45.551,-45.546,-45.546,-41.625,-41.521,-41.516,-41.515
1718971200,-49.767,-49.652,-49.647,-49.647,-45.908,-45.800,-45.794,-45.794,-41.714,-41.608,-41.602,-41.602
1718974800,-50.287,-50.169,-50.163,-50.163,-46.216,-46.105,-46.099,-46.099,-41.821,-41.713,-41.707,-41.706
1718978400,-50.931,-50.810,-50.804,-50.804,-46.588,-46.475,-46.469,-46.469,-41.948,-41.838,-41.832,-41.831
1718982000,-51.804,-51.679,-51.672,-51.673,-47.080,-46.964,-46.958,-46.958,-42.112,-42.000,-41.993,-41.993
1718985600,-52.526,-52.396,-52.390,-52.390,-47.490,-47.371,-47.364,-47.364,-42.249,-42.135,-42.128,-42.128
1718989200,-52.869,-52.738,-52.731,-52.731,-47.702,-47.581,-47.574,-47.574,-42.325,-42.209,-42.202,-42.201
1718992800,-53.222,-53.088,-53.081,-53.081,-47.918,-47.795,-47.788,-47.788,-42.401,-42.284,-42.276,-42.275
1718996400,-53.512,-53.376,-53.369,-53.369,-48.101,-47.976,-47.968,-47.969,-42.467,-42.348,-42.340,-42.340
1719000000,-53.615,-53.478,-53.470,-53.470,-48.186,-48.060,-48.052,-48.052,-42.503,-42.383,-42.374,-42.374
