"start","end","humidity"
1595988000,1595991600,88.75
1595991600,1595995200,86.5
1595995200,1595998800,87.95
1595998800,1596002400,88.7
1596002400,1596006000,75.9
1596006000,1596009600,69.2
1596009600,1596013200,65.2
1596013200,1596016800,61
1596016800,1596020400,61.8
1596020400,1596024000,59.5
1596024000,1596027600,56.4
1596027600,1596031200,58.8
1596031200,1596034800,58.6
1596034800,1596038400,57.45
1596038400,1596042000,57.2
1596042000,1596045600,59.05
1596045600,1596049200,65.3
1596049200,1596052800,77.5
1596052800,1596056400,85
1596056400,1596060000,88.8
1596060000,1596063600,91.5
1596063600,1596067200,92.85
1596067200,1596070800,90.9
1596070800,1596074400,93.1
1596074400,1596078000,94.2
1596078000,1596081600,92.5
1596081600,1596085200,91.9
1596085200,1596088800,87
1596088800,1596092400,72.5
1596092400,1596096000,70.1
1596096000,1596099600,66.45
1596099600,1596103200,64.35
1596103200,1596106800,62.9
1596106800,1596110400,60.75
1596110400,1596114000,61.9
1596114000,1596117600,61.05
1596117600,1596121200,59.45
1596121200,1596124800,57.05
1596124800,1596128400,57.4
1596128400,1596132000,59.8
1596132000,1596135600,64.4
1596135600,1596139200,71.85
1596139200,1596142800,79.9
1596142800,1596146400,87.2
1596146400,1596150000,88.35
1596150000,1596153600,90.85
1596153600,1596157200,90.3
1596157200,1596160800,90.5
1596160800,1596164400,90
1596164400,1596168000,89.85
1596168000,1596171600,88.4
1596171600,1596175200,84.55
1596175200,1596178800,77.85
1596178800,1596182400,68.3
1596182400,1596186000,66.55
1596186000,1596189600,62.7
1596189600,1596193200,59.7
1596193200,1596196800,59.25
1596196800,1596200400,55.8
1596200400,1596204000,57.75
1596204000,1596207600,58.55
1596207600,1596211200,66.85
1596211200,1596214800,56.25
1596214800,1596218400,48.6
1596218400,1596222000,55.75
1596222000,1596225600,72.2
1596225600,1596229200,80.95
1596229200,1596232800,85.6
1596232800,1596236400,87.45
1596236400,1596240000,84.9
1596240000,1596243600,84.1
1596243600,1596247200,88
1596247200,1596250800,85.1
1596250800,1596254400,86.35
1596254400,1596258000,84.55
1596258000,1596261600,81.15
1596261600,1596265200,74.45
1596265200,1596268800,64.25
1596268800,1596272400,60.5
1596272400,1596276000,62.4
1596276000,1596279600,60.05
1596279600,1596283200,56
1596283200,1596286800,52.8
1596286800,1596290400,54
1596290400,1596294000,53.15
1596294000,1596297600,54.45
1596297600,1596301200,58.9
1596301200,1596304800,61.9
1596304800,1596308400,65.3
1596308400,1596312000,75.2
1596312000,1596315600,81.95
1596315600,1596319200,86.7
1596319200,1596322800,89.6
1596322800,1596326400,89.15
1596326400,1596330000,85.3
1596330000,1596333600,80.9
1596333600,1596337200,79.2
1596337200,1596340800,82.1
1596340800,1596344400,87.3
1596344400,1596348000,88.85
1596348000,1596351600,87
1596351600,1596355200,72.8
1596355200,1596358800,74.45
1596358800,1596362400,73.7
1596362400,1596366000,70.5
1596366000,1596369600,67.6
1596369600,1596373200,66.1
1596373200,1596376800,65.05
1596376800,1596380400,64.2
1596380400,1596384000,64.6
1596384000,1596387600,68.1
1596387600,1596391200,71.25
1596391200,1596394800,77.15
1596394800,1596398400,83.5
1596398400,1596402000,87.85
1596402000,1596405600,92.45
1596405600,1596409200,94.65
1596409200,1596412800,95.05
1596412800,1596416400,95.15
1596416400,1596420000,95.75
1596420000,1596423600,93.5
1596423600,1596427200,90.55
1596427200,1596430800,93.15
1596430800,1596434400,92.65
1596434400,1596438000,88.9
1596438000,1596441600,81.75
1596441600,1596445200,79.3
1596445200,1596448800,78.05
1596448800,1596452400,80.2
1596452400,1596456000,79.45
1596456000,1596459600,79.35
1596459600,1596463200,80.95
1596463200,1596466800,83.15
1596466800,1596470400,80.8
1596470400,1596474000,77.9
1596474000,1596477600,82.45
1596477600,1596481200,84.4
1596481200,1596484800,90.4
1596484800,1596488400,92.45
1596488400,1596492000,87
1596492000,1596495600,87.9
1596495600,1596499200,90.6
1596499200,1596502800,91.3
1596502800,1596506400,91.45
1596506400,1596510000,92.25
1596510000,1596513600,94.55
1596513600,1596517200,96.35
1596517200,1596520800,97.4
1596520800,1596524400,89.95
1596524400,1596528000,73.3
1596528000,1596531600,86.65
1596531600,1596535200,94.05
1596535200,1596538800,95.6
1596538800,1596542400,95.75
1596542400,1596546000,92.55
1596546000,1596549600,81.35
1596549600,1596553200,73.5
1596553200,1596556800,72.75
1596556800,1596560400,76.55
1596560400,1596564000,79.55
1596564000,1596567600,79.4
1596567600,1596571200,85.2
1596571200,1596574800,91.8
1596574800,1596578400,92.85
1596578400,1596582000,93.7
1596582000,1596585600,95.2
1596585600,1596589200,96.4
1596589200,1596592800,97.05
1596592800,1596596400,97.25
1596596400,1596600000,96.95
1596600000,1596603600,96.5
1596603600,1596607200,96.05
1596607200,1596610800,95.15
1596610800,1596614400,93.35
1596614400,1596618000,90.2
1596618000,1596621600,77.75
1596621600,1596625200,70.65
1596625200,1596628800,66.6
1596628800,1596632400,65
1596632400,1596636000,65.3
1596636000,1596639600,65.05
1596639600,1596643200,66.55
1596643200,1596646800,67.45
1596646800,1596650400,68.05
1596650400,1596654000,74.5
1596654000,1596657600,86.9
1596657600,1596661200,91.8
1596661200,1596664800,91.7
1596664800,1596668400,93.2
1596668400,1596672000,92.75
1596672000,1596675600,92.25
1596675600,1596679200,91.8
1596679200,1596682800,93.4
1596682800,1596686400,90
1596686400,1596690000,85.05
1596690000,1596693600,84.45
1596693600,1596697200,84.9
1596697200,1596700800,81.25
1596700800,1596704400,76.75
1596704400,1596708000,72.75
1596708000,1596711600,72.4
1596711600,1596715200,69.85
1596715200,1596718800,68.1
1596718800,1596722400,65.3
1596722400,1596726000,65.65
1596726000,1596729600,62.65
1596729600,1596733200,64.9
1596733200,1596736800,64.4
1596736800,1596740400,74.7
1596740400,1596744000,86.65
1596744000,1596747600,91.15
1596747600,1596751200,90.7
1596751200,1596754800,90.65
1596754800,1596758400,91.35
1596758400,1596762000,91.35
1596762000,1596765600,92.1
1596765600,1596769200,94.15
1596769200,1596772800,93.9
1596772800,1596776400,93.65
1596776400,1596780000,92.85
1596780000,1596783600,85.95
1596783600,1596787200,82.1
1596787200,1596790800,77.55
1596790800,1596794400,75.35
1596794400,1596798000,71.55
1596798000,1596801600,63.8
1596801600,1596805200,65.1
1596805200,1596808800,61.75
1596808800,1596812400,61.85
1596812400,1596816000,57.6
1596816000,1596819600,55.2
1596819600,1596823200,58.6
1596823200,1596826800,70.6
1596826800,1596830400,79.35
1596830400,1596834000,82.05
1596834000,1596837600,80
1596837600,1596841200,79.8
1596841200,1596844800,81.05
1596844800,1596848400,86
1596848400,1596852000,87.4
1596852000,1596855600,87.95
1596855600,1596859200,89
1596859200,1596862800,89.3
1596862800,1596866400,87.65
1596866400,1596870000,78.25
1596870000,1596873600,70.6
1596873600,1596877200,63
1596877200,1596880800,55.75
1596880800,1596884400,53.4
1596884400,1596888000,54.85
1596888000,1596891600,51.95
1596891600,1596895200,49.2
1596895200,1596898800,48.2
1596898800,1596902400,47.9
1596902400,1596906000,51
1596906000,1596909600,55.65
1596909600,1596913200,70.4
1596913200,1596916800,82.7
1596916800,1596920400,82.05
1596920400,1596924000,82.25
1596924000,1596927600,82.7
1596927600,1596931200,84.4
1596931200,1596934800,84.85
1596934800,1596938400,87.1
1596938400,1596942000,90.3
1596942000,1596945600,87.15
1596945600,1596949200,86.9
1596949200,1596952800,81.7
1596952800,1596956400,72.15
1596956400,1596960000,64.75
1596960000,1596963600,58.7
1596963600,1596967200,57
1596967200,1596970800,57.2
1596970800,1596974400,57.75
1596974400,1596978000,55.25
1596978000,1596981600,50.65
1596981600,1596985200,50.6
1596985200,1596988800,50.6
1596988800,1596992400,51.45
1596992400,1596996000,53.35
1596996000,1596999600,65.4
1596999600,1597003200,81.3
1597003200,1597006800,86.5
1597006800,1597010400,87.05
1597010400,1597014000,87.75
1597014000,1597017600,89.55
1597017600,1597021200,89.2
1597021200,1597024800,88.4
1597024800,1597028400,90.55
1597028400,1597032000,88.35
1597032000,1597035600,88.55
1597035600,1597039200,86.75
1597039200,1597042800,76.65
1597042800,1597046400,65.65
1597046400,1597050000,64.3
1597050000,1597053600,60.35
1597053600,1597057200,54.65
1597057200,1597060800,56.35
1597060800,1597064400,57.6
1597064400,1597068000,53.9
1597068000,1597071600,48.45
1597071600,1597075200,49.6
1597075200,1597078800,50.4
1597078800,1597082400,54.15
1597082400,1597086000,64.05
1597086000,1597089600,80
1597089600,1597093200,87.25
1597093200,1597096800,88.05
1597096800,1597100400,87.45
1597100400,1597104000,87.8
1597104000,1597107600,89
1597107600,1597111200,90.75
1597111200,1597114800,91.15
1597114800,1597118400,91.7
1597118400,1597122000,91.4
1597122000,1597125600,89.8
1597125600,1597129200,81.4
1597129200,1597132800,70
1597132800,1597136400,68.75
1597136400,1597140000,66.15
1597140000,1597143600,63.3
1597143600,1597147200,57.5
1597147200,1597150800,52.95
1597150800,1597154400,49.35
1597154400,1597158000,51.6
1597158000,1597161600,51.6
1597161600,1597165200,56.35
1597165200,1597168800,61
1597168800,1597172400,68
1597172400,1597176000,76.25
1597176000,1597179600,79.05
1597179600,1597183200,85.35
1597183200,1597186800,88.95
1597186800,1597190400,86.55
1597190400,1597194000,83.5
1597194000,1597197600,84.15
1597197600,1597201200,86
1597201200,1597204800,89.25
1597204800,1597208400,91
1597208400,1597212000,91.05
1597212000,1597215600,83.5
1597215600,1597219200,78.9
1597219200,1597222800,78.85
1597222800,1597226400,70.8
1597226400,1597230000,61.9
1597230000,1597233600,62.05
1597233600,1597237200,59.45
1597237200,1597240800,63.25
1597240800,1597244400,60.15
1597244400,1597248000,57.6
1597248000,1597251600,58.8
1597251600,1597255200,60.9
1597255200,1597258800,69.5
1597258800,1597262400,79.2
1597262400,1597266000,86.45
1597266000,1597269600,89.35
1597269600,1597273200,90.45
1597273200,1597276800,92.8
1597276800,1597280400,94.15
1597280400,1597284000,92.1
1597284000,1597287600,85.95
1597287600,1597291200,84.75
1597291200,1597294800,87.2
1597294800,1597298400,85.95
1597298400,1597302000,77.3
1597302000,1597305600,70.35
1597305600,1597309200,72.2
1597309200,1597312800,68.3
1597312800,1597316400,67.45
1597316400,1597320000,62.5
1597320000,1597323600,60.1
1597323600,1597327200,62.15
1597327200,1597330800,57.8
1597330800,1597334400,53.3
1597334400,1597338000,58.25
1597338000,1597341600,66.1
1597341600,1597345200,71.8
1597345200,1597348800,84.45
1597348800,1597352400,88.65
1597352400,1597356000,89.05
1597356000,1597359600,87.05
1597359600,1597363200,86.4
1597363200,1597366800,81.45
1597366800,1597370400,72.55
1597370400,1597374000,70.8
1597374000,1597377600,75.8
1597377600,1597381200,77.4
1597381200,1597384800,82
1597384800,1597388400,73.35
1597388400,1597392000,66.45
1597392000,1597395600,62.45
1597395600,1597399200,59.6
1597399200,1597402800,55.8
1597402800,1597406400,54.2
1597406400,1597410000,51.5
1597410000,1597413600,52.35
1597413600,1597417200,54.85
1597417200,1597420800,58.5
1597420800,1597424400,67.3
1597424400,1597428000,73.55
1597428000,1597431600,90.9
1597431600,1597435200,94.1
1597435200,1597438800,94.95
1597438800,1597442400,95.65
1597442400,1597446000,96.65
1597446000,1597449600,96.95
1597449600,1597453200,97.15
1597453200,1597456800,97.15
1597456800,1597460400,97.25
1597460400,1597464000,97.5
1597464000,1597467600,97.55
1597467600,1597471200,98
1597471200,1597474800,96.55
1597474800,1597478400,91.65
1597478400,1597482000,84.2
1597482000,1597485600,75.75
1597485600,1597489200,71.35
1597489200,1597492800,69.6
1597492800,1597496400,66.85
1597496400,1597500000,68.25
1597500000,1597503600,69.45
1597503600,1597507200,65.8
1597507200,1597510800,68.15
1597510800,1597514400,69.8
1597514400,1597518000,75.7
1597518000,1597521600,83
1597521600,1597525200,88.4
1597525200,1597528800,92.65
1597528800,1597532400,94.1
1597532400,1597536000,95.1
1597536000,1597539600,95.95
1597539600,1597543200,95.8
1597543200,1597546800,96.1
1597546800,1597550400,95.45
1597550400,1597554000,94.95
1597554000,1597557600,93.95
1597557600,1597561200,86.45
1597561200,1597564800,72.85
1597564800,1597568400,70.15
1597568400,1597572000,69.45
1597572000,1597575600,67.95
1597575600,1597579200,64.05
1597579200,1597582800,65
1597582800,1597586400,64.55
1597586400,1597590000,63.35
1597590000,1597593600,59.35
1597593600,1597597200,61.1
1597597200,1597600800,65.9
1597600800,1597604400,72.55
1597604400,1597608000,81.75
1597608000,1597611600,89.3
1597611600,1597615200,91
1597615200,1597618800,88.05
1597618800,1597622400,88.35
1597622400,1597626000,90.5
1597626000,1597629600,90.1
1597629600,1597633200,90.45
1597633200,1597636800,90.05
1597636800,1597640400,90.25
1597640400,1597644000,90.05
1597644000,1597647600,77.95
1597647600,1597651200,65.05
1597651200,1597654800,61.8
1597654800,1597658400,62.45
1597658400,1597662000,61.6
1597662000,1597665600,57
1597665600,1597669200,52.5
1597669200,1597672800,43.55
1597672800,1597676400,38.5
1597676400,1597680000,39.6
1597680000,1597683600,44.4
1597683600,1597687200,51.45
1597687200,1597690800,65.05
1597690800,1597694400,81.6
1597694400,1597698000,87.9
1597698000,1597701600,79.5
1597701600,1597705200,83.55
1597705200,1597708800,90.3
1597708800,1597712400,81.5
1597712400,1597716000,77.15
1597716000,1597719600,80.35
1597719600,1597723200,84.4
1597723200,1597726800,89.9
1597726800,1597730400,93.05
1597730400,1597734000,92.6
1597734000,1597737600,90.2
1597737600,1597741200,83
1597741200,1597744800,79.15
1597744800,1597748400,70.45
1597748400,1597752000,69.35
1597752000,1597755600,73.4
1597755600,1597759200,62
1597759200,1597762800,56
1597762800,1597766400,54.2
1597766400,1597770000,55.4
1597770000,1597773600,59.6
1597773600,1597777200,69.95
1597777200,1597780800,80.05
1597780800,1597784400,85.85
1597784400,1597788000,88.9
1597788000,1597791600,93.35
1597791600,1597795200,94.8
1597795200,1597798800,96
1597798800,1597802400,96.3
1597802400,1597806000,96.55
1597806000,1597809600,96.5
1597809600,1597813200,96.3
1597813200,1597816800,95.8
1597816800,1597820400,90.45
1597820400,1597824000,83.05
1597824000,1597827600,76.75
1597827600,1597831200,75.2
1597831200,1597834800,69.9
1597834800,1597838400,64.55
1597838400,1597842000,63.8
1597842000,1597845600,64.95
1597845600,1597849200,66.6
1597849200,1597852800,66.8
1597852800,1597856400,68.65
1597856400,1597860000,70.15
1597860000,1597863600,74.15
1597863600,1597867200,83.65
1597867200,1597870800,88.75
1597870800,1597874400,92.65
1597874400,1597878000,94.35
1597878000,1597881600,95.75
1597881600,1597885200,95.75
1597885200,1597888800,96.25
1597888800,1597892400,95.25
1597892400,1597896000,94.65
1597896000,1597899600,94.35
1597899600,1597903200,91.5
1597903200,1597906800,80.05
1597906800,1597910400,68.2
1597910400,1597914000,65
1597914000,1597917600,63.8
1597917600,1597921200,60.55
1597921200,1597924800,58.8
1597924800,1597928400,51.9
1597928400,1597932000,50.75
1597932000,1597935600,53.95
1597935600,1597939200,55.5
1597939200,1597942800,57.45
1597942800,1597946400,60.95
1597946400,1597950000,70.7
1597950000,1597953600,81.6
1597953600,1597957200,87
1597957200,1597960800,89.5
1597960800,1597964400,90.85
1597964400,1597968000,91.5
1597968000,1597971600,93.15
1597971600,1597975200,94.15
1597975200,1597978800,93.35
1597978800,1597982400,92.45
1597982400,1597986000,92.55
1597986000,1597989600,91.7
1597989600,1597993200,80.05
1597993200,1597996800,66.8
1597996800,1598000400,61.25
1598000400,1598004000,57.2
1598004000,1598007600,50.3
1598007600,1598011200,43.4
1598011200,1598014800,46.45
1598014800,1598018400,49.6
1598018400,1598022000,51.45
1598022000,1598025600,53.15
1598025600,1598029200,49.2
1598029200,1598032800,55.55
1598032800,1598036400,68.05
1598036400,1598040000,81.9
1598040000,1598043600,84.95
1598043600,1598047200,86.6
1598047200,1598050800,88.4
1598050800,1598054400,85.8
1598054400,1598058000,88
1598058000,1598061600,85.95
1598061600,1598065200,84.05
1598065200,1598068800,87.25
1598068800,1598072400,85.6
1598072400,1598076000,81.95
1598076000,1598079600,70.55
1598079600,1598083200,55.95
1598083200,1598086800,49.95
1598086800,1598090400,48.95
1598090400,1598094000,43.85
1598094000,1598097600,39.6
1598097600,1598101200,36.45
1598101200,1598104800,34.65
1598104800,1598108400,44.25
1598108400,1598112000,45.65
1598112000,1598115600,47.25
1598115600,1598119200,50.3
1598119200,1598122800,58.45
1598122800,1598126400,67.45
1598126400,1598130000,75.25
1598130000,1598133600,70.75
1598133600,1598137200,69.3
1598137200,1598140800,75.7
1598140800,1598144400,66.3
1598144400,1598148000,72.6
1598148000,1598151600,82.75
1598151600,1598155200,84.55
1598155200,1598158800,84.15
1598158800,1598162400,83.1
1598162400,1598166000,72.05
1598166000,1598169600,62.4
1598169600,1598173200,61.1
1598173200,1598176800,63.35
1598176800,1598180400,59.65
1598180400,1598184000,56.25
1598184000,1598187600,54.3
1598187600,1598191200,54.8
1598191200,1598194800,58.25
1598194800,1598198400,61.5
1598198400,1598202000,63.4
1598202000,1598205600,66.4
1598205600,1598209200,68.65
1598209200,1598212800,74.7
1598212800,1598216400,77.45
1598216400,1598220000,81.1
1598220000,1598223600,86.5
1598223600,1598227200,86.55
1598227200,1598230800,87.7
1598230800,1598234400,91.65
1598234400,1598238000,92.75
1598238000,1598241600,92.65
1598241600,1598245200,93.8
1598245200,1598248800,92.15
1598248800,1598252400,85.75
1598252400,1598256000,78.9
1598256000,1598259600,70.05
1598259600,1598263200,67.7
1598263200,1598266800,63.5
1598266800,1598270400,59
1598270400,1598274000,57
1598274000,1598277600,57.5
1598277600,1598281200,58.7
1598281200,1598284800,60.6
1598284800,1598288400,61.45
1598288400,1598292000,67.5
1598292000,1598295600,71.9
1598295600,1598299200,81
1598299200,1598302800,86.55
1598302800,1598306400,89.1
1598306400,1598310000,89.55
1598310000,1598313600,88
1598313600,1598317200,85.95
1598317200,1598320800,84.7
1598320800,1598324400,83.7
1598324400,1598328000,86.45
1598328000,1598331600,88
1598331600,1598335200,85.05
1598335200,1598338800,77.2
1598338800,1598342400,71.6
1598342400,1598346000,66
1598346000,1598349600,60.7
1598349600,1598353200,57.8
1598353200,1598356800,53.5
1598356800,1598360400,52.65
1598360400,1598364000,49.2
1598364000,1598367600,46.75
1598367600,1598371200,49.3
1598371200,1598374800,57.05
1598374800,1598378400,61.9
1598378400,1598382000,70.8
1598382000,1598385600,80
1598385600,1598389200,85.45
1598389200,1598392800,89
1598392800,1598396400,91.35
1598396400,1598400000,92.35
1598400000,1598403600,92.95
1598403600,1598407200,92.85
1598407200,1598410800,94.15
1598410800,1598414400,94.45
1598414400,1598418000,93.65
1598418000,1598421600,94
1598421600,1598425200,83
1598425200,1598428800,66.7
1598428800,1598432400,61.25
1598432400,1598436000,56.25
1598436000,1598439600,54.2
1598439600,1598443200,51.45
1598443200,1598446800,49.65
1598446800,1598450400,46.7
1598450400,1598454000,45.2
1598454000,1598457600,44.8
1598457600,1598461200,47.25
1598461200,1598464800,52.85
1598464800,1598468400,63.45
1598468400,1598472000,67.75
1598472000,1598475600,71.4
1598475600,1598479200,81.5
1598479200,1598482800,82.65
1598482800,1598486400,83.25
1598486400,1598490000,81.5
1598490000,1598493600,79.75
1598493600,1598497200,83.05
1598497200,1598500800,89.8
1598500800,1598504400,92.9
1598504400,1598508000,93.75
1598508000,1598511600,81.1
1598511600,1598515200,70.3
1598515200,1598518800,65.45
1598518800,1598522400,60.25
1598522400,1598526000,58.8
1598526000,1598529600,57.35
1598529600,1598533200,56.3
1598533200,1598536800,54.5
1598536800,1598540400,53.05
1598540400,1598544000,64.8
1598544000,1598547600,68.2
1598547600,1598551200,69.5
1598551200,1598554800,75.05
1598554800,1598558400,82.5
1598558400,1598562000,88.6
1598562000,1598565600,91.55
1598565600,1598569200,92.2
1598569200,1598572800,91.3
1598572800,1598576400,93
1598576400,1598580000,91.7
1598580000,1598583600,90.4
1598583600,1598587200,93.4
1598587200,1598590800,95.15
1598590800,1598594400,95.85
1598594400,1598598000,85.25
1598598000,1598601600,64.4
1598601600,1598605200,58.4
1598605200,1598608800,53.35
1598608800,1598612400,50.8
1598612400,1598616000,51.15
1598616000,1598619600,49.95
1598619600,1598623200,47.65
1598623200,1598626800,45.7
1598626800,1598630400,59.85
1598630400,1598634000,62.35
1598634000,1598637600,69.75
1598637600,1598641200,78.1
1598641200,1598644800,84.1
1598644800,1598648400,86.4
1598648400,1598652000,88.7
1598652000,1598655600,86.8
1598655600,1598659200,84.9
1598659200,1598662800,86.1
1598662800,1598666400,89.9
1598666400,1598670000,87.95
1598670000,1598673600,86.05
1598673600,1598677200,84.2
1598677200,1598680800,81.4
1598680800,1598684400,75.55
1598684400,1598688000,64.35
1598688000,1598691600,56.2
1598691600,1598695200,52.25
1598695200,1598698800,48.05
1598698800,1598702400,44.15
1598702400,1598706000,49.5
1598706000,1598709600,52.05
1598709600,1598713200,36
1598713200,1598716800,33.55
1598716800,1598720400,36.9
1598720400,1598724000,37.4
1598724000,1598727600,58
1598727600,1598731200,78.5
1598731200,1598734800,81.8
1598734800,1598738400,84.05
1598738400,1598742000,88.3
1598742000,1598745600,89.75
1598745600,1598749200,90.8
1598749200,1598752800,93.95
1598752800,1598756400,95.4
1598756400,1598760000,96.25
1598760000,1598763600,95.15
1598763600,1598767200,89.6
1598767200,1598770800,87.75
1598770800,1598774400,80.7
1598774400,1598778000,67.55
1598778000,1598781600,65.7
1598781600,1598785200,83
1598785200,1598788800,67.9
1598788800,1598792400,58.85
1598792400,1598796000,58.65
1598796000,1598799600,59
1598799600,1598803200,57.75
1598803200,1598806800,55.5
1598806800,1598810400,56
1598810400,1598814000,60.4
1598814000,1598817600,66.8
1598817600,1598821200,71.1
1598821200,1598824800,76.6
1598824800,1598828400,74.4
1598828400,1598832000,76.1
1598832000,1598835600,76.95
1598835600,1598839200,76.35
1598839200,1598842800,74.3
1598842800,1598846400,81.15
1598846400,1598850000,87.1
1598850000,1598853600,92.15
1598853600,1598857200,87.55
1598857200,1598860800,86.25
1598860800,1598864400,84.45
1598864400,1598868000,79.8
1598868000,1598871600,78.4
1598871600,1598875200,75.5
1598875200,1598878800,80.95
1598878800,1598882400,88.55
1598882400,1598886000,93.6
1598886000,1598889600,90.2
1598889600,1598893200,90.45
1598893200,1598896800,93.5
1598896800,1598900400,95.4
1598900400,1598904000,96.3
1598904000,1598907600,94.15
1598907600,1598911200,95.25
1598911200,1598914800,93.95
1598914800,1598918400,91.1
1598918400,1598922000,88.95
1598922000,1598925600,88.45
1598925600,1598929200,89
1598929200,1598932800,91.1
1598932800,1598936400,93.15
1598936400,1598940000,94.2
1598940000,1598943600,90.3
1598943600,1598947200,80.6
1598947200,1598950800,61.5
1598950800,1598954400,52.5
1598954400,1598958000,50.5
1598958000,1598961600,49.45
1598961600,1598965200,45.55
1598965200,1598968800,41.8
1598968800,1598972400,43
1598972400,1598976000,45.6
1598976000,1598979600,49.85
1598979600,1598983200,55.15
1598983200,1598986800,67.2
1598986800,1598990400,79.6
1598990400,1598994000,87.35
1598994000,1598997600,91.35
1598997600,1599001200,90.75
1599001200,1599004800,91.4
1599004800,1599008400,94.4
1599008400,1599012000,95
1599012000,1599015600,95.7
1599015600,1599019200,97.1
1599019200,1599022800,96.85
1599022800,1599026400,97.3
1599026400,1599030000,94.7
1599030000,1599033600,80.55
1599033600,1599037200,73.05
1599037200,1599040800,65
1599040800,1599044400,57.05
1599044400,1599048000,54.2
1599048000,1599051600,53
1599051600,1599055200,53.5
1599055200,1599058800,58.95
1599058800,1599062400,61.85
1599062400,1599066000,64.05
1599066000,1599069600,64.85
1599069600,1599073200,69.7
1599073200,1599076800,89.4
1599076800,1599080400,94.35
1599080400,1599084000,95.6
1599084000,1599087600,96.35
1599087600,1599091200,96.65
1599091200,1599094800,97.15
1599094800,1599098400,97.55
1599098400,1599102000,97.8
1599102000,1599105600,97.7
1599105600,1599109200,97.65
1599109200,1599112800,97.25
1599112800,1599116400,96
1599116400,1599120000,91.4
1599120000,1599123600,79.8
1599123600,1599127200,73.15
1599127200,1599130800,67.75
1599130800,1599134400,64.15
1599134400,1599138000,58.5
1599138000,1599141600,56.95
1599141600,1599145200,55
1599145200,1599148800,56.55
1599148800,1599152400,61.15
1599152400,1599156000,69.4
1599156000,1599159600,80.85
1599159600,1599163200,88.25
1599163200,1599166800,92
1599166800,1599170400,93.4
1599170400,1599174000,93.8
1599174000,1599177600,93.5
1599177600,1599181200,94.4
1599181200,1599184800,94.8
1599184800,1599188400,94.95
1599188400,1599192000,95.35
1599192000,1599195600,95.05
1599195600,1599199200,96.7
1599199200,1599202800,90.05
1599202800,1599206400,78.9
1599206400,1599210000,72.05
1599210000,1599213600,66.3
1599213600,1599217200,56.15
1599217200,1599220800,52.9
1599220800,1599224400,46.15
1599224400,1599228000,46.35
1599228000,1599231600,54.1
1599231600,1599235200,56.95
1599235200,1599238800,58.3
1599238800,1599242400,65.55
1599242400,1599246000,77.9
1599246000,1599249600,86
1599249600,1599253200,90.65
1599253200,1599256800,92.15
1599256800,1599260400,92.9
1599260400,1599264000,94.45
1599264000,1599267600,95
1599267600,1599271200,95.55
1599271200,1599274800,96.05
1599274800,1599278400,96.05
1599278400,1599282000,95.8
1599282000,1599285600,94.9
1599285600,1599289200,89.2
1599289200,1599292800,75
1599292800,1599296400,64.9
1599296400,1599300000,58.9
1599300000,1599303600,51.3
1599303600,1599307200,47.85
1599307200,1599310800,46.65
1599310800,1599314400,45.3
1599314400,1599318000,47.5
1599318000,1599321600,52.55
1599321600,1599325200,58.15
1599325200,1599328800,64.9
1599328800,1599332400,76.5
1599332400,1599336000,83.1
1599336000,1599339600,87.8
1599339600,1599343200,90.1
1599343200,1599346800,87.8
1599346800,1599350400,88.9
1599350400,1599354000,89.5
1599354000,1599357600,86.9
1599357600,1599361200,88.8
1599361200,1599364800,89.4
1599364800,1599368400,89.2
1599368400,1599372000,89.25
1599372000,1599375600,81
1599375600,1599379200,62.35
1599379200,1599382800,56.2
1599382800,1599386400,51.15
1599386400,1599390000,50.9
1599390000,1599393600,46.8
1599393600,1599397200,46.3
1599397200,1599400800,42.05
1599400800,1599404400,53.95
1599404400,1599408000,60.75
1599408000,1599411600,69.35
1599411600,1599415200,71.4
1599415200,1599418800,81.4
1599418800,1599422400,88.05
1599422400,1599426000,82.4
1599426000,1599429600,71.4
1599429600,1599433200,80.35
1599433200,1599436800,85.8
1599436800,1599440400,87.3
1599440400,1599444000,86.2
1599444000,1599447600,87.1
1599447600,1599451200,89.6
1599451200,1599454800,90.25
1599454800,1599458400,90.55
1599458400,1599462000,83.05
1599462000,1599465600,68.5
1599465600,1599469200,58.3
1599469200,1599472800,59.2
1599472800,1599476400,52.8
1599476400,1599480000,50.8
1599480000,1599483600,51
1599483600,1599487200,49
1599487200,1599490800,53.85
1599490800,1599494400,56.25
1599494400,1599498000,61.6
1599498000,1599501600,71.55
1599501600,1599505200,81.9
1599505200,1599508800,86.9
1599508800,1599512400,90.1
1599512400,1599516000,93.65
1599516000,1599519600,93.85
1599519600,1599523200,90.25
1599523200,1599526800,92.65
1599526800,1599530400,92.6
1599530400,1599534000,92.3
1599534000,1599537600,94.1
1599537600,1599541200,95.2
1599541200,1599544800,95.85
1599544800,1599548400,93.1
1599548400,1599552000,86
1599552000,1599555600,79.6
1599555600,1599559200,73.55
1599559200,1599562800,68.2
1599562800,1599566400,65.65
1599566400,1599570000,63.95
1599570000,1599573600,61.25
1599573600,1599577200,63.45
1599577200,1599580800,64.1
1599580800,1599584400,71.45
1599584400,1599588000,72.9
1599588000,1599591600,80.8
1599591600,1599595200,88.9
1599595200,1599598800,91.85
1599598800,1599602400,93.45
1599602400,1599606000,94.35
1599606000,1599609600,95.4
1599609600,1599613200,95.75
1599613200,1599616800,96.6
1599616800,1599620400,96.8
