"start","end","humidity"
1592391600,1592395200,67.525
1592395200,1592398800,69.75
1592398800,1592402400,70.325
1592402400,1592406000,66.375
1592406000,1592409600,61.55
1592409600,1592413200,66.1
1592413200,1592416800,67.725
1592416800,1592420400,59.875
1592420400,1592424000,60.825
1592424000,1592427600,63.225
1592427600,1592431200,66.275
1592431200,1592434800,70.6
1592434800,1592438400,74.2
1592438400,1592442000,72.35
1592442000,1592445600,72.35
1592445600,1592449200,73.6
1592449200,1592452800,71.7
1592452800,1592456400,75.575
1592456400,1592460000,73.25
1592460000,1592463600,67.575
1592463600,1592467200,64.6
1592467200,1592470800,68.775
1592470800,1592474400,64.675
1592474400,1592478000,59.1
1592478000,1592481600,55.375
1592481600,1592485200,54.725
1592485200,1592488800,49.325
1592488800,1592492400,48.95
1592492400,1592496000,48.875
1592496000,1592499600,48.2
1592499600,1592503200,45.725
1592503200,1592506800,47.075
1592506800,1592510400,50.525
1592510400,1592514000,53.05
1592514000,1592517600,60.575
1592517600,1592521200,67.2666666666667
1592521200,1592524800,82.2
1592524800,1592528400,69.75
1592528400,1592532000,68.2
1592532000,1592535600,79.55
1592535600,1592539200,85.45
1592539200,1592542800,78.375
1592542800,1592546400,68.025
1592546400,1592550000,73.3
1592550000,1592553600,74.25
1592553600,1592557200,70.325
1592557200,1592560800,59.525
1592560800,1592564400,57.5
1592564400,1592568000,54.95
1592568000,1592571600,50.35
1592571600,1592575200,46.7666666666667
1592575200,1592578800,45.2333333333333
1592578800,1592582400,44.7
1592582400,1592586000,43.3
1592586000,1592589600,40.4
1592589600,1592593200,42
1592593200,1592596800,43.625
1592596800,1592600400,46.675
1592600400,1592604000,50.95
1592604000,1592607600,58.75
1592607600,1592611200,62.825
1592611200,1592614800,68.725
1592614800,1592618400,76.475
1592618400,1592622000,82.3
1592622000,1592625600,84.4
1592625600,1592629200,86.325
1592629200,1592632800,85.2
1592632800,1592636400,80.975
1592636400,1592640000,80.3
1592640000,1592643600,76.475
1592643600,1592647200,71.075
1592647200,1592650800,64.85
1592650800,1592654400,62.55
1592654400,1592658000,55.625
1592658000,1592661600,50.975
1592661600,1592665200,47.975
1592665200,1592668800,46.025
1592668800,1592672400,41.325
1592672400,1592676000,41.85
1592676000,1592679600,46.325
1592679600,1592683200,55.325
1592683200,1592686800,60.9
1592686800,1592690400,64.575
1592690400,1592694000,67.125
1592694000,1592697600,78.25
1592697600,1592701200,85.925
1592701200,1592704800,87.45
1592704800,1592708400,85.275
1592708400,1592712000,87.55
1592712000,1592715600,88.45
1592715600,1592719200,85.325
1592719200,1592722800,79.75
1592722800,1592726400,72.225
1592726400,1592730000,70.85
1592730000,1592733600,67.425
1592733600,1592737200,61.7
1592737200,1592740800,53.575
1592740800,1592744400,50.725
1592744400,1592748000,48.675
1592748000,1592751600,48.875
1592751600,1592755200,49.7
1592755200,1592758800,47.375
1592758800,1592762400,43.8
1592762400,1592766000,47.475
1592766000,1592769600,56.55
1592769600,1592773200,62.575
1592773200,1592776800,59.3
1592776800,1592780400,65.475
1592780400,1592784000,76
1592784000,1592787600,82.7
1592787600,1592791200,80.2
1592791200,1592794800,84.5
1592794800,1592798400,86.05
1592798400,1592802000,85.475
1592802000,1592805600,78.675
1592805600,1592809200,78.275
1592809200,1592812800,73.8
1592812800,1592816400,67.4
1592816400,1592820000,58.625
1592820000,1592823600,54.5
1592823600,1592827200,49.85
1592827200,1592830800,43.5
1592830800,1592834400,40.825
1592834400,1592838000,38.5
1592838000,1592841600,37.175
1592841600,1592845200,36.275
1592845200,1592848800,38.175
1592848800,1592852400,43.025
1592852400,1592856000,52.75
1592856000,1592859600,56.075
1592859600,1592863200,58.725
1592863200,1592866800,63.4
1592866800,1592870400,74
1592870400,1592874000,76.625
1592874000,1592877600,77.275
1592877600,1592881200,76.45
1592881200,1592884800,78
1592884800,1592888400,74.675
1592888400,1592892000,74.75
1592892000,1592895600,74.225
1592895600,1592899200,72.475
1592899200,1592902800,60.25
1592902800,1592906400,56.85
1592906400,1592910000,53.6
1592910000,1592913600,50.7
1592913600,1592917200,39.525
1592917200,1592920800,35.9
1592920800,1592924400,35.975
1592924400,1592928000,35.875
1592928000,1592931600,33.925
1592931600,1592935200,34.525
1592935200,1592938800,42.525
1592938800,1592942400,52.35
1592942400,1592946000,58.325
1592946000,1592949600,57.575
1592949600,1592953200,65
1592953200,1592956800,78.425
1592956800,1592960400,85.6
1592960400,1592964000,85.05
1592964000,1592967600,87.725
1592967600,1592971200,90.95
1592971200,1592974800,92.9
1592974800,1592978400,88.575
1592978400,1592982000,81.95
1592982000,1592985600,77.15
1592985600,1592989200,75.275
1592989200,1592992800,51.35
1592992800,1592996400,51.65
1592996400,1593000000,52.4333333333333
1593000000,1593003600,50.975
1593003600,1593007200,48.875
1593007200,1593010800,48.7
1593010800,1593014400,49.8
1593014400,1593018000,49.625
1593018000,1593021600,49.975
1593021600,1593025200,51.125
1593025200,1593028800,59.325
1593028800,1593032400,68.625
1593032400,1593036000,72.2
1593036000,1593039600,73.975
1593039600,1593043200,80.85
1593043200,1593046800,88.275
1593046800,1593050400,91.375
1593050400,1593054000,92.275
1593054000,1593057600,93.3
1593057600,1593061200,92.875
1593061200,1593064800,90.125
1593064800,1593068400,85.9
1593068400,1593072000,82.05
1593072000,1593075600,77.7
1593075600,1593079200,72.075
1593079200,1593082800,63.525
1593082800,1593086400,58.25
1593086400,1593090000,56.9
1593090000,1593093600,55.725
1593093600,1593097200,51.925
1593097200,1593100800,50.325
1593100800,1593104400,57.65
1593104400,1593108000,59.575
1593108000,1593111600,62.375
1593111600,1593115200,66.85
1593115200,1593118800,75.875
1593118800,1593122400,78.425
1593122400,1593126000,81.85
1593126000,1593129600,87.025
1593129600,1593133200,92.55
1593133200,1593136800,94.7
1593136800,1593140400,95.25
1593140400,1593144000,95.1
1593144000,1593147600,95.45
1593147600,1593151200,93.35
1593151200,1593154800,90.475
1593154800,1593158400,86.375
1593158400,1593162000,83.775
1593162000,1593165600,77.35
1593165600,1593169200,70.625
1593169200,1593172800,64.825
1593172800,1593176400,62.35
1593176400,1593180000,59.725
1593180000,1593183600,56.075
1593183600,1593187200,52.225
1593187200,1593190800,50.45
1593190800,1593194400,51.5
1593194400,1593198000,54.375
1593198000,1593201600,59.8
1593201600,1593205200,66.225
1593205200,1593208800,68.55
1593208800,1593212400,77.6666666666667
1593212400,1593216000,90.75
1593216000,1593219600,91.9
1593219600,1593223200,93.9
1593223200,1593226800,93.025
1593226800,1593230400,91.95
1593230400,1593234000,89.25
1593234000,1593237600,85.925
1593237600,1593241200,80.525
1593241200,1593244800,75
1593244800,1593248400,68.6
1593248400,1593252000,63.775
1593252000,1593255600,56.575
1593255600,1593259200,51.075
1593259200,1593262800,46.2
1593262800,1593266400,45.925
1593266400,1593270000,45.5
1593270000,1593273600,46.6
1593273600,1593277200,44.95
1593277200,1593280800,46.875
1593280800,1593284400,51.775
1593284400,1593288000,58.15
1593288000,1593291600,64.925
1593291600,1593295200,68.675
1593295200,1593298800,75.275
1593298800,1593302400,80
1593302400,1593306000,87.775
1593306000,1593309600,86.225
1593309600,1593313200,87.875
1593313200,1593316800,89.125
1593316800,1593320400,90.825
1593320400,1593324000,82.375
1593324000,1593327600,75.95
1593327600,1593331200,74.05
1593331200,1593334800,73
1593334800,1593338400,66.925
1593338400,1593342000,59.9
1593342000,1593345600,55.975
1593345600,1593349200,53.475
1593349200,1593352800,51.225
1593352800,1593356400,51.625
1593356400,1593360000,51.25
1593360000,1593363600,50.625
1593363600,1593367200,50.775
1593367200,1593370800,54.825
1593370800,1593374400,62.575
1593374400,1593378000,67.225
1593378000,1593381600,70.8
1593381600,1593385200,74.15
1593385200,1593388800,72.425
1593388800,1593392400,84.2
1593392400,1593396000,89.25
1593396000,1593399600,90.95
1593399600,1593403200,82.425
1593403200,1593406800,89.575
1593406800,1593410400,87.725
1593410400,1593414000,78
1593414000,1593417600,71.75
1593417600,1593421200,69.5
1593421200,1593424800,63.75
1593424800,1593428400,56.225
1593428400,1593432000,50.625
1593432000,1593435600,48.4
1593435600,1593439200,46.725
1593439200,1593442800,49.225
1593442800,1593446400,49.5
1593446400,1593450000,49.95
1593450000,1593453600,50.55
1593453600,1593457200,52.175
1593457200,1593460800,52.825
1593460800,1593464400,53.2
1593464400,1593468000,54.225
1593468000,1593471600,56.9333333333333
1593471600,1593475200,62.25
1593475200,1593478800,79.35
1593478800,1593482400,73.6
1593482400,1593486000,67.6
1593486000,1593489600,74.375
1593489600,1593493200,85.075
1593493200,1593496800,76.125
1593496800,1593500400,74.15
1593500400,1593504000,72.3
1593504000,1593507600,72.8
1593507600,1593511200,65.275
1593511200,1593514800,61.6
1593514800,1593518400,54.1
1593518400,1593522000,52.55
1593522000,1593525600,49.475
1593525600,1593529200,48.775
1593529200,1593532800,47.5
1593532800,1593536400,47.55
1593536400,1593540000,46.425
1593540000,1593543600,48.4
1593543600,1593547200,54.575
1593547200,1593550800,54
1593550800,1593554400,54.65
1593554400,1593558000,63.6333333333333
1593558000,1593561600,77.3
1593561600,1593565200,86.55
1593565200,1593568800,87.9
1593568800,1593572400,80.075
1593572400,1593576000,85.175
1593576000,1593579600,90.35
1593579600,1593583200,85.775
1593583200,1593586800,76.25
1593586800,1593590400,76.3
1593590400,1593594000,75.075
1593594000,1593597600,67.025
1593597600,1593601200,56.525
1593601200,1593604800,54.625
1593604800,1593608400,50.8
1593608400,1593612000,47.075
1593612000,1593615600,46.35
1593615600,1593619200,45.525
1593619200,1593622800,41.65
1593622800,1593626400,42.8
1593626400,1593630000,46.65
1593630000,1593633600,56.125
1593633600,1593637200,59.325
1593637200,1593640800,62.5
1593640800,1593644400,74.8
1593644400,1593648000,86.95
1593648000,1593651600,89.2
1593651600,1593655200,87.7
1593655200,1593658800,88.225
1593658800,1593662400,88.45
1593662400,1593666000,89.225
1593666000,1593669600,84.9
1593669600,1593673200,81.65
1593673200,1593676800,83.975
1593676800,1593680400,81.775
1593680400,1593684000,74.725
1593684000,1593687600,71
1593687600,1593691200,72.025
1593691200,1593694800,69.025
1593694800,1593698400,65.9
1593698400,1593702000,67.65
1593702000,1593705600,66.7
1593705600,1593709200,66.975
1593709200,1593712800,68.15
1593712800,1593716400,72.125
1593716400,1593720000,74.525
1593720000,1593723600,79.575
1593723600,1593727200,82.375
1593727200,1593730800,87.9666666666667
1593730800,1593734400,96.25
1593734400,1593738000,95.85
1593738000,1593741600,89.6
1593741600,1593745200,89.95
1593745200,1593748800,91.85
1593748800,1593752400,94.225
1593752400,1593756000,90.175
1593756000,1593759600,82.8
1593759600,1593763200,81.175
1593763200,1593766800,81.675
1593766800,1593770400,80.25
1593770400,1593774000,73.775
1593774000,1593777600,69.85
1593777600,1593781200,67.75
1593781200,1593784800,69.675
1593784800,1593788400,71.675
1593788400,1593792000,71.625
1593792000,1593795600,71.975
1593795600,1593799200,76.275
1593799200,1593802800,84.1
1593802800,1593806400,85.65
1593806400,1593810000,87.075
1593810000,1593813600,89.35
1593813600,1593817200,94.6666666666667
1593817200,1593820800,97.4
1593820800,1593824400,97.55
1593824400,1593828000,97.8
1593828000,1593831600,97.025
1593831600,1593835200,96.3
1593835200,1593838800,94.975
1593838800,1593842400,93.075
1593842400,1593846000,89.625
1593846000,1593849600,87.625
1593849600,1593853200,84.675
1593853200,1593856800,81.075
1593856800,1593860400,74.2
1593860400,1593864000,72.6
1593864000,1593867600,72.425
1593867600,1593871200,66.1
1593871200,1593874800,66.625
1593874800,1593878400,64.075
1593878400,1593882000,62.825
1593882000,1593885600,59.9
1593885600,1593889200,66.4
1593889200,1593892800,71.2
1593892800,1593896400,73.475
1593896400,1593900000,75.525
1593900000,1593903600,82.6
1593903600,1593907200,92.1
1593907200,1593910800,91.9
1593910800,1593914400,91.45
1593914400,1593918000,91.95
1593918000,1593921600,92.275
1593921600,1593925200,92.075
1593925200,1593928800,88.975
1593928800,1593932400,83.2
1593932400,1593936000,80.3
1593936000,1593939600,79.575
1593939600,1593943200,74.625
1593943200,1593946800,67.35
1593946800,1593950400,63.775
1593950400,1593954000,59.875
1593954000,1593957600,56.925
1593957600,1593961200,55.025
1593961200,1593964800,56.775
1593964800,1593968400,53.125
1593968400,1593972000,52.475
1593972000,1593975600,54.4
1593975600,1593979200,66.275
1593979200,1593982800,70.375
1593982800,1593986400,68.2
1593986400,1593990000,73.5333333333333
1593990000,1593993600,83.6
1593993600,1593997200,84.75
1593997200,1594000800,85.7
1594000800,1594004400,84.825
1594004400,1594008000,85.775
1594008000,1594011600,86.525
1594011600,1594015200,83.875
1594015200,1594018800,81.15
1594018800,1594022400,78.35
1594022400,1594026000,75.275
1594026000,1594029600,70.475
1594029600,1594033200,66.925
1594033200,1594036800,62.3
1594036800,1594040400,58.8333333333333
1594040400,1594044000,57.5
1594044000,1594047600,56.65
1594047600,1594051200,54.75
1594051200,1594054800,54.3
1594054800,1594058400,54.9
1594058400,1594062000,58.05
1594062000,1594065600,63.8
1594065600,1594069200,69
1594069200,1594072800,72.375
1594072800,1594076400,82.4333333333333
1594076400,1594080000,94.4
1594080000,1594083600,93.5
1594083600,1594087200,86.3
1594087200,1594090800,89.425
1594090800,1594094400,86.25
1594094400,1594098000,84.275
1594098000,1594101600,82.825
1594101600,1594105200,86.5
1594105200,1594108800,82.975
1594108800,1594112400,79.75
1594112400,1594116000,81.1
1594116000,1594119600,84.225
1594119600,1594123200,82.075
1594123200,1594126800,73.775
1594126800,1594130400,69.45
1594130400,1594134000,65.925
1594134000,1594137600,63.475
1594137600,1594141200,57.65
1594141200,1594144800,55.475
1594144800,1594148400,55.825
1594148400,1594152000,63.05
1594152000,1594155600,69.7
1594155600,1594159200,73.55
1594159200,1594162800,80.3333333333333
1594162800,1594166400,93.4
1594166400,1594170000,93.9
1594170000,1594173600,94.1
1594173600,1594177200,92.775
1594177200,1594180800,93
1594180800,1594184400,93.325
1594184400,1594188000,91.525
1594188000,1594191600,85.875
1594191600,1594195200,79.175
1594195200,1594198800,76.75
1594198800,1594202400,75.375
1594202400,1594206000,68
1594206000,1594209600,60.425
1594209600,1594213200,57.525
1594213200,1594216800,56.275
1594216800,1594220400,54.15
1594220400,1594224000,53.125
1594224000,1594227600,52.6
1594227600,1594231200,51.35
1594231200,1594234800,54.225
1594234800,1594238400,62.2
1594238400,1594242000,68.725
1594242000,1594245600,71.675
1594245600,1594249200,79.6333333333333
1594249200,1594252800,92.15
1594252800,1594256400,92.5
1594256400,1594260000,93.05
1594260000,1594263600,92.075
1594263600,1594267200,92.525
1594267200,1594270800,92.6
1594270800,1594274400,90.725
1594274400,1594278000,84.1
1594278000,1594281600,79.75
1594281600,1594285200,73.675
1594285200,1594288800,70.375
1594288800,1594292400,63.45
1594292400,1594296000,58.075
1594296000,1594299600,50.5
1594299600,1594303200,52.7
1594303200,1594306800,49.925
1594306800,1594310400,49.025
1594310400,1594314000,48.6
1594314000,1594317600,52.675
1594317600,1594321200,52.725
1594321200,1594324800,61.35
1594324800,1594328400,68.7
1594328400,1594332000,69.775
1594332000,1594335600,74.0333333333333
1594335600,1594339200,85.85
1594339200,1594342800,85.75
1594342800,1594346400,85.55
1594346400,1594350000,87.575
1594350000,1594353600,88.875
1594353600,1594357200,90.025
1594357200,1594360800,87.375
1594360800,1594364400,82.925
1594364400,1594368000,78.025
1594368000,1594371600,78
1594371600,1594375200,74.725
1594375200,1594378800,65.275
1594378800,1594382400,62.325
1594382400,1594386000,61.075
1594386000,1594389600,59.7
1594389600,1594393200,56.875
1594393200,1594396800,59.6666666666667
1594396800,1594400400,58.35
1594400400,1594404000,57.15
1594404000,1594407600,59.15
1594407600,1594411200,66.575
1594411200,1594414800,76.3
1594414800,1594418400,86.2
1594418400,1594422000,85.6
1594422000,1594425600,80.35
1594425600,1594429200,83.25
1594429200,1594432800,87.75
1594432800,1594436400,87.85
1594436400,1594440000,86.8
1594440000,1594443600,91.4
1594443600,1594447200,83.45
1594447200,1594450800,69.9
1594450800,1594454400,57.4
1594454400,1594458000,49.3
1594458000,1594461600,46.45
1594461600,1594465200,47.75
1594465200,1594468800,50.1
1594468800,1594472400,47.3
1594472400,1594476000,46.5
1594476000,1594479600,46.3
1594479600,1594483200,51.5
1594483200,1594486800,57.7
1594486800,1594490400,74.35
1594490400,1594494000,89.75
1594494000,1594497600,93.25
1594497600,1594501200,95.6
1594501200,1594504800,96.2
1594504800,1594508400,96.5
1594508400,1594512000,96.9
1594512000,1594515600,97.45
1594515600,1594519200,97.45
1594519200,1594522800,97.25
1594522800,1594526400,96.9
1594526400,1594530000,96.8
1594530000,1594533600,96
1594533600,1594537200,95
1594537200,1594540800,91.8
1594540800,1594544400,82.55
1594544400,1594548000,73.3
1594548000,1594551600,71.95
1594551600,1594555200,68.55
1594555200,1594558800,62.9
1594558800,1594562400,58.55
1594562400,1594566000,53.7
1594566000,1594569600,53.95
1594569600,1594573200,54.1
1594573200,1594576800,55.9
1594576800,1594580400,64.5
1594580400,1594584000,79.35
1594584000,1594587600,83.95
1594587600,1594591200,90.9
1594591200,1594594800,92.4
1594594800,1594598400,92.4
1594598400,1594602000,93.65
1594602000,1594605600,94.75
1594605600,1594609200,95.1
1594609200,1594612800,96.1
1594612800,1594616400,95.95
1594616400,1594620000,93.45
1594620000,1594623600,81.55
1594623600,1594627200,67.05
1594627200,1594630800,64.85
1594630800,1594634400,60.8
1594634400,1594638000,60.55
1594638000,1594641600,55.6
1594641600,1594645200,52.3
1594645200,1594648800,51.15
1594648800,1594652400,48.9
1594652400,1594656000,50.9
1594656000,1594659600,53.8
1594659600,1594663200,52.25
1594663200,1594666800,57.7
1594666800,1594670400,76.45
1594670400,1594674000,87.25
1594674000,1594677600,86.7
1594677600,1594681200,84.95
1594681200,1594684800,85.45
1594684800,1594688400,84.9
1594688400,1594692000,84.45
1594692000,1594695600,86.05
1594695600,1594699200,87.95
1594699200,1594702800,85.35
1594702800,1594706400,80.95
1594706400,1594710000,71.5
1594710000,1594713600,69.7
1594713600,1594717200,65.2
1594717200,1594720800,63.2
1594720800,1594724400,58.2
1594724400,1594728000,55.95
1594728000,1594731600,51.25
1594731600,1594735200,49.35
1594735200,1594738800,51.1
1594738800,1594742400,53.8
1594742400,1594746000,47.35
1594746000,1594749600,47.3
1594749600,1594753200,60.75
1594753200,1594756800,79.85
1594756800,1594760400,88.55
1594760400,1594764000,86.95
1594764000,1594767600,84.9
1594767600,1594771200,81.85
1594771200,1594774800,80.5
1594774800,1594778400,80.25
1594778400,1594782000,83.95
1594782000,1594785600,87.45
1594785600,1594789200,89.5
1594789200,1594792800,82
1594792800,1594796400,74.65
1594796400,1594800000,63.15
1594800000,1594803600,56.2
1594803600,1594807200,53.5
1594807200,1594810800,49.15
1594810800,1594814400,50.25
1594814400,1594818000,48.3
1594818000,1594821600,51.6
1594821600,1594825200,59.25
1594825200,1594828800,60.65
1594828800,1594832400,64.6
1594832400,1594836000,62.45
1594836000,1594839600,71.75
1594839600,1594843200,80.35
1594843200,1594846800,85.75
1594846800,1594850400,88.55
1594850400,1594854000,91.25
1594854000,1594857600,93.7
1594857600,1594861200,95.5
1594861200,1594864800,96.15
1594864800,1594868400,96.85
1594868400,1594872000,90.9
1594872000,1594875600,94.65
1594875600,1594879200,89.7
1594879200,1594882800,80.5
1594882800,1594886400,72.75
1594886400,1594890000,67.75
1594890000,1594893600,65.85
1594893600,1594897200,63.15
1594897200,1594900800,58.45
1594900800,1594904400,55.9
1594904400,1594908000,52.55
1594908000,1594911600,60.65
1594911600,1594915200,56.45
1594915200,1594918800,60.6
1594918800,1594922400,59.65
1594922400,1594926000,63
1594926000,1594929600,75
1594929600,1594933200,84.2
1594933200,1594936800,91.15
1594936800,1594940400,93.8
1594940400,1594944000,94.1
1594944000,1594947600,91.35
1594947600,1594951200,92.2
1594951200,1594954800,94.7
1594954800,1594958400,93.6
1594958400,1594962000,91.7
1594962000,1594965600,94.45
1594965600,1594969200,96
1594969200,1594972800,96.8
1594972800,1594976400,96.75
1594976400,1594980000,96.3
1594980000,1594983600,93.55
1594983600,1594987200,88.45
1594987200,1594990800,76.1
1594990800,1594994400,69.35
1594994400,1594998000,68.6
1594998000,1595001600,72.6
1595001600,1595005200,73.35
1595005200,1595008800,75.1
1595008800,1595012400,77.15
1595012400,1595016000,84.05
1595016000,1595019600,88.95
1595019600,1595023200,92.05
1595023200,1595026800,94.1
1595026800,1595030400,95.25
1595030400,1595034000,95.7
1595034000,1595037600,96.6
1595037600,1595041200,96.35
1595041200,1595044800,95.55
1595044800,1595048400,96.45
1595048400,1595052000,96.15
1595052000,1595055600,92.05
1595055600,1595059200,72.75
1595059200,1595062800,61.45
1595062800,1595066400,61.7
1595066400,1595070000,61.95
1595070000,1595073600,54.35
1595073600,1595077200,53.15
1595077200,1595080800,48.7
1595080800,1595084400,46.7
1595084400,1595088000,47.75
1595088000,1595091600,44.4
1595091600,1595095200,45.3
1595095200,1595098800,51.05
1595098800,1595102400,75.7
1595102400,1595106000,81.25
1595106000,1595109600,79.85
1595109600,1595113200,78.6
1595113200,1595116800,79.1
1595116800,1595120400,82.8
1595120400,1595124000,83.2
1595124000,1595127600,81.65
1595127600,1595131200,84.9
1595131200,1595134800,86.5
1595134800,1595138400,78.45
1595138400,1595142000,68.8
1595142000,1595145600,63.15
1595145600,1595149200,57.2
1595149200,1595152800,55.8
1595152800,1595156400,56.65
1595156400,1595160000,54.95
1595160000,1595163600,56.1
1595163600,1595167200,56.45
1595167200,1595170800,53.15
1595170800,1595174400,47.45
1595174400,1595178000,47.6
1595178000,1595181600,51.95
1595181600,1595185200,58.7
1595185200,1595188800,71.2
1595188800,1595192400,83.7
1595192400,1595196000,90.05
1595196000,1595199600,88.4
1595199600,1595203200,89.75
1595203200,1595206800,91.65
1595206800,1595210400,93.05
1595210400,1595214000,92.3
1595214000,1595217600,90.3
1595217600,1595221200,91.25
1595221200,1595224800,84.5
1595224800,1595228400,72.35
1595228400,1595232000,65.95
1595232000,1595235600,58.65
1595235600,1595239200,54.65
1595239200,1595242800,49.55
1595242800,1595246400,46.9
1595246400,1595250000,45.3
1595250000,1595253600,43.7
1595253600,1595257200,46.6
1595257200,1595260800,46.2
1595260800,1595264400,46.75
1595264400,1595268000,49.15
1595268000,1595271600,54.45
1595271600,1595275200,71.35
1595275200,1595278800,82.75
1595278800,1595282400,87.4
1595282400,1595286000,89.7
1595286000,1595289600,84.65
1595289600,1595293200,82.45
1595293200,1595296800,82.35
1595296800,1595300400,86.15
1595300400,1595304000,91.05
1595304000,1595307600,88.95
1595307600,1595311200,81.1
1595311200,1595314800,70.75
1595314800,1595318400,55.35
1595318400,1595322000,51.25
1595322000,1595325600,49.1
1595325600,1595329200,46.6
1595329200,1595332800,44.45
1595332800,1595336400,43.75
1595336400,1595340000,43.85
1595340000,1595343600,47.15
1595343600,1595347200,48.05
1595347200,1595350800,49.55
1595350800,1595354400,51.9
1595354400,1595358000,58.85
1595358000,1595361600,75.35
1595361600,1595365200,79.05
1595365200,1595368800,75.35
1595368800,1595372400,78.8
1595372400,1595376000,78.1
1595376000,1595379600,84.2
1595379600,1595383200,78.2
1595383200,1595386800,77.6
1595386800,1595390400,83.45
1595390400,1595394000,87.75
1595394000,1595397600,82.8
1595397600,1595401200,72.4
1595401200,1595404800,60.4
1595404800,1595408400,59.05
1595408400,1595412000,57
1595412000,1595415600,55
1595415600,1595419200,53.25
1595419200,1595422800,50.9
1595422800,1595426400,51.45
1595426400,1595430000,53.4
1595430000,1595433600,61.35
1595433600,1595437200,62.95
1595437200,1595440800,64.65
1595440800,1595444400,62.45
1595444400,1595448000,75.95
1595448000,1595451600,84.05
1595451600,1595455200,87.1
1595455200,1595458800,88.9
1595458800,1595462400,88.5
1595462400,1595466000,85.05
1595466000,1595469600,86.8
1595469600,1595473200,89.65
1595473200,1595476800,86.45
1595476800,1595480400,87.75
1595480400,1595484000,86.35
1595484000,1595487600,81.6
1595487600,1595491200,78.05
1595491200,1595494800,71.15
1595494800,1595498400,64.8
1595498400,1595502000,60.95
1595502000,1595505600,54.95
1595505600,1595509200,51.8
1595509200,1595512800,50.9
1595512800,1595516400,51.75
1595516400,1595520000,53.95
1595520000,1595523600,62.3
1595523600,1595527200,67.65
1595527200,1595530800,72.35
1595530800,1595534400,79.8
1595534400,1595538000,86.75
1595538000,1595541600,90.75
1595541600,1595545200,92.75
1595545200,1595548800,94.2
1595548800,1595552400,94.05
1595552400,1595556000,94
1595556000,1595559600,95
1595559600,1595563200,96.05
1595563200,1595566800,96.5
1595566800,1595570400,94.35
1595570400,1595574000,86.25
1595574000,1595577600,79.95
1595577600,1595581200,76.3
1595581200,1595584800,71.9
1595584800,1595588400,89.8
1595588400,1595592000,95.75
1595592000,1595595600,95.9
1595595600,1595599200,95.3
1595599200,1595602800,88.25
1595602800,1595606400,91.45
1595606400,1595610000,94.35
1595610000,1595613600,91.2
1595613600,1595617200,89.7
1595617200,1595620800,92.65
1595620800,1595624400,92.5
1595624400,1595628000,94.7
1595628000,1595631600,95.4
1595631600,1595635200,96.2
1595635200,1595638800,95.2
1595638800,1595642400,94.25
1595642400,1595646000,93.1
1595646000,1595649600,92
1595649600,1595653200,91.35
1595653200,1595656800,89.5
1595656800,1595660400,81.45
1595660400,1595664000,70.8
1595664000,1595667600,60.9
1595667600,1595671200,54.75
1595671200,1595674800,50.6
1595674800,1595678400,51.15
1595678400,1595682000,49.1
1595682000,1595685600,46
1595685600,1595689200,43.75
1595689200,1595692800,41.7
1595692800,1595696400,42.4
1595696400,1595700000,45.25
1595700000,1595703600,56.3
1595703600,1595707200,73.5
1595707200,1595710800,79.85
1595710800,1595714400,85.15
1595714400,1595718000,86.15
1595718000,1595721600,87.25
1595721600,1595725200,86.85
1595725200,1595728800,85.65
1595728800,1595732400,89.25
1595732400,1595736000,86.25
1595736000,1595739600,91.2
1595739600,1595743200,87.6
1595743200,1595746800,81.1
1595746800,1595750400,72.3
1595750400,1595754000,56.1
1595754000,1595757600,51.7
1595757600,1595761200,49.95
1595761200,1595764800,47.95
1595764800,1595768400,39.3
1595768400,1595772000,38.7
1595772000,1595775600,39.55
1595775600,1595779200,40.15
1595779200,1595782800,39.7
1595782800,1595786400,41.5
1595786400,1595790000,48.7
1595790000,1595793600,54.95
1595793600,1595797200,67
1595797200,1595800800,80.1
1595800800,1595804400,86
1595804400,1595808000,88.6
1595808000,1595811600,86.55
1595811600,1595815200,86.1
1595815200,1595818800,89.5
1595818800,1595822400,91.1
1595822400,1595826000,89.8
1595826000,1595829600,84.3
1595829600,1595833200,72.3
1595833200,1595836800,63.25
1595836800,1595840400,63.05
1595840400,1595844000,54.85
1595844000,1595847600,54.85
1595847600,1595851200,49.8
1595851200,1595854800,49.3
1595854800,1595858400,50.55
1595858400,1595862000,44.5
1595862000,1595865600,44.55
1595865600,1595869200,44.65
1595869200,1595872800,48.1
1595872800,1595876400,55.2
1595876400,1595880000,70.3
1595880000,1595883600,84.85
1595883600,1595887200,86.5
1595887200,1595890800,87.4
1595890800,1595894400,88.7
1595894400,1595898000,88.8
1595898000,1595901600,88.65
1595901600,1595905200,89.95
1595905200,1595908800,90.4
1595908800,1595912400,91.85
1595912400,1595916000,84.45
1595916000,1595919600,74
1595919600,1595923200,61.45
1595923200,1595926800,60.1
1595926800,1595930400,56.1
1595930400,1595934000,53.65
1595934000,1595937600,52.85
1595937600,1595941200,50.5
1595941200,1595944800,49.45
1595944800,1595948400,52.6
1595948400,1595952000,51.25
1595952000,1595955600,52.1
1595955600,1595959200,53.9
1595959200,1595962800,61.15
1595962800,1595966400,73.5
1595966400,1595970000,84.3
1595970000,1595973600,89.1
1595973600,1595977200,90.4
1595977200,1595980800,90.25
1595980800,1595984400,90.8
1595984400,1595988000,92.4
