time_total_s,status,rmse,config__thetaS,config__rootZDeformation,config__rootXDeformation,config__kcMax,config__VG_n,config__VG_alpha,config__Ks
51.27930307388306,success,0.36200122110180455,0.3725618456956152,0.26639242043080236,0.755486898036596,2.634316023908424,1.4236330406660962,1.1948641457578983,3.895960595582751e-07
131.73971033096313,success,0.5948842688911196,0.42672964698525506,0.22479664553084766,0.4985070123025904,1.797094297139436,1.1103759746797008,2.5426412865334918,1.583538918896984e-06
129.28716850280762,success,0.5033018301926753,0.31766796283480203,0.003948266327914451,0.9533933461949365,2.268288395078665,1.1845554182812679,2.5210614243979172,1.2531052360505417e-06
54.53905701637268,success,0.45306029921617497,0.4443510634863599,0.7145757833976906,0.9177741225129434,2.313816552016892,1.4062630334146942,2.625241923304227,2.934965301878308e-07
55.09068703651428,success,0.3921917504517859,0.4348267230132691,0.6177669784693172,0.4340139933332937,2.2697073638315866,1.2866703800257346,1.284340095203054,5.103207784066524e-07
71.973717212677,success,0.3637186280297311,0.46104463936654927,0.3192360889885453,0.9086488808086682,1.635689023906361,1.4005194767022724,2.3007943638629342,6.850306958718764e-07
46.82431721687317,success,0.554527609946796,0.46573626526153533,0.5475861559192435,0.6262871483113925,2.728930493505103,1.156992180931775,1.6014001132724067,1.1888600051092151e-07
89.45570254325867,success,0.5575973216103276,0.37033052788641757,0.8839364795611863,0.2959617068796787,1.9882674567483731,1.5284251512288667,1.3978950793576246,1.6180460372022666e-06
109.8993546962738,success,0.564831175280097,0.31869207491173007,0.3841144486921996,0.15115201964256386,2.9163910683582017,1.2962646219732936,1.330031795438297,2.067571433238256e-06
52.73719525337219,success,0.37061732954382426,0.46522456876854795,0.9028317603316274,0.5973716482308843,2.3018369232027225,1.328152273547392,2.9752509498037445,2.527647122624913e-07
50.98259449005127,success,0.7714700920143266,0.37143635172690725,0.330719311982132,0.30545991834281827,2.6607454443158938,1.1196408836126936,2.180402725970846,1.3413587497289087e-07
82.89533281326294,success,0.5028156016327591,0.36298537436853767,0.04309735620499444,0.34634715008003303,2.8198727617768737,1.3147460892158191,1.0799184173799545,1.0463982270572241e-06
5400.019773721695,fail,inf,0.49691892796782244,0.20118134775483737,0.7863586383672967,1.518452194484964,1.5885461262002585,1.9311640800767778,5.976643456161598e-07
53.938621044158936,success,0.35910894343583666,0.4823533551476153,0.9812947980233364,0.6706865544236014,1.6771561852951224,1.4344397601048404,2.95808502498298,2.6411358344712e-07
131.84173130989075,success,0.5658920305093296,0.4927489008268618,0.2388997132052399,0.7941933230914473,1.5765066977794249,1.4472143693643302,2.887302518421967,3.881021986082421e-06
50.18121409416199,success,0.3542533447397376,0.5,0.8678865585005421,0.6151147234764683,1.8331047621591499,1.3516498489653106,2.9372765449913953,2.390050520328087e-07
54.940752267837524,success,0.3606606460063897,0.47551880355669257,0.9812947980233364,0.6706865544236014,1.6771561852951224,1.4344397601048406,2.95808502498298,2.6411358344712e-07
51.68395471572876,success,0.35598320633174707,0.4825260275451855,0.9593390425007801,0.5792080403191006,2.0086923048695637,1.400390101554478,2.5938328468524463,2.4299646845835313e-07
52.18426299095154,success,0.33192977396895873,0.5,0.7764340745003041,0.6510214066338361,1.657517219448736,1.3029095963761432,3.0,2.350791978978735e-07
55.09044170379639,success,0.34363893885200086,0.5,0.6623327780510508,0.767539218440294,1.871369334992822,1.3433796970736913,2.8377317270588476,3.1765384147693005e-07
50.78299689292908,success,0.33972133898029755,0.4885370003433598,0.8905353709495574,0.5345035948273782,1.5,1.2624394956785951,3.0,1.7396997003834773e-07
57.09209418296814,success,0.28953122484759763,0.5,0.8193108671186902,0.7253223921348492,1.7559671612888863,1.2647593823868217,2.6224118869962405,3.708996867955779e-07
51.584184885025024,success,0.33009101914308275,0.49203247386117327,0.7764340745003041,0.6510214066338361,1.657517219448736,1.3029095963761432,3.0,2.3507919789787354e-07
46.72396755218506,success,0.3664601088432628,0.5,0.8125279237392047,0.7089939605459902,1.6635153609140698,1.2655830529311274,2.471052559008636,1.9584624355934694e-07
88.40496850013733,success,0.36230217922381214,0.46524974879560876,0.8260938104981757,0.7416508237237082,1.8484189616637028,1.263935711842516,2.773771214983845,7.024213238145221e-07
