LAI,alpha,conductivityHVRatio,k_sat,kc_max,n,roots_deformation,roots_depth,theta_sat,water_table
3.0705944910467067,2.2278742801891545,1.060223594489489,2.347112375171422e-06,1.030010441585679,1.2768034273302493,0.6806315341372231,1.0464443876234388,0.46476960935605505,1.5710911961364242
