timestamp,z,x,H
1595829600,-20,90,-223.97680071
1595833200,-60,0,-13.1754891324
1595833200,-60,30,-19.3631516751
1595833200,-60,60,-34.7890248399
1595833200,-60,90,-28.4687081031
1595833200,-40,0,-17.6847657456
1595833200,-40,30,-25.9297020864
1595833200,-40,60,-120.5603741916
1595833200,-40,90,-150.2184839751
1595833200,-20,0,-50.1873387975
1595833200,-20,30,-27.53462671395
1595833200,-20,60,-77.9967747804
1595833200,-20,90,-226.85451858075
1595836800,-60,0,-13.1754891324
1595836800,-60,30,-19.3631516751
1595836800,-60,60,-34.7890248399
1595836800,-60,90,-28.4687081031
1595836800,-40,0,-17.6847657456
1595836800,-40,30,-26.6004554844
1595836800,-40,60,-120.5603741916
1595836800,-40,90,-150.2184839751
1595836800,-20,0,-54.1520019804
1595836800,-20,30,-28.4687081031
1595836800,-20,60,-77.9967747804
1595836800,-20,90,-228.7491447024
1595840400,-60,0,-13.1754891324
1595840400,-60,30,-19.3631516751
1595840400,-60,60,-34.7890248399
1595840400,-60,90,-28.4687081031
1595840400,-40,0,-17.94852964875
1595840400,-40,30,-26.91185338095
1595840400,-40,60,-121.9818027456
1595840400,-40,90,-149.86433190735
1595840400,-20,0,-59.4512800311
1595840400,-20,30,-29.0913691356
1595840400,-20,60,-78.7110913119
1595840400,-20,90,-229.6845741504
1595844000,-60,0,-21.0412119996
1595844000,-60,30,-19.6508374995
1595844000,-60,60,-34.7890248399
1595844000,-60,90,-28.78003861935
1595844000,-40,0,-18.2122935519
1595844000,-40,30,-27.2232512775
1595844000,-40,60,-123.4029920796
1595844000,-40,90,-149.5101798396
1595844000,-20,0,-71.58761292675
1595844000,-20,30,-30.69570607935
1595844000,-20,60,-80.11571141715
1595844000,-20,90,-230.17561739715
1595847600,-60,0,-21.0412119996
1595847600,-60,30,-19.9385233239
1595847600,-60,60,-34.7890248399
1595847600,-60,90,-29.0913691356
1595847600,-40,0,-18.7877417511
1595847600,-40,30,-27.8460021504
1595847600,-40,60,-124.7765810439
1595847600,-40,90,-149.5101798396
1595847600,-20,0,-87.9441965559
1595847600,-20,30,-32.8742664159
1595847600,-20,60,-82.2341775879
1595847600,-20,90,-229.6845741504
1595851200,-60,0,-21.0412119996
1595851200,-60,30,-19.9385233239
1595851200,-60,60,-34.7890248399
1595851200,-60,90,-29.7139852479
1595851200,-40,0,-19.0754467131
1595851200,-40,30,-28.78003861935
1595851200,-40,60,-127.97279481315
1595851200,-40,90,-149.86433190735
1595851200,-20,0,-101.4426596991
1595851200,-20,30,-34.166775
1595851200,-20,60,-82.9481392764
1595851200,-20,90,-226.8311819511
1595854800,-60,0,-27.53393377335
1595854800,-60,30,-20.7535628556
1595854800,-60,60,-35.1240573279
1595854800,-60,90,-30.3844446711
1595854800,-40,0,-19.9385233239
1595854800,-40,30,-29.7139852479
1595854800,-40,60,-131.1679320924
1595854800,-40,90,-150.9267283056
1595854800,-20,0,-123.0207557955
1595854800,-20,30,-37.06219225155
1595854800,-20,60,-84.01896219915
1595854800,-20,90,-220.933889355
1595858400,-60,0,-31.0069674876
1595858400,-60,30,-21.6164720124
1595858400,-60,60,-35.4590898159
1595858400,-60,90,-31.0069674876
1595858400,-40,0,-21.0412119996
1595858400,-40,30,-30.3844446711
1595858400,-40,60,-133.2973059519
1595858400,-40,90,-150.9267283056
1595858400,-20,0,-148.0933921536
1595858400,-20,30,-40.0045831164
1595858400,-20,60,-85.8033879804
1595858400,-20,90,-216.1572868479
1595862000,-60,0,-31.0069674876
1595862000,-60,30,-21.6164720124
1595862000,-60,60,-36.08124636
1595862000,-60,90,-31.0069674876
1595862000,-40,0,-22.8147849798
1595862000,-40,30,-31.6294229238
1595862000,-40,60,-136.44299462115
1595862000,-40,90,-150.9267283056
1595862000,-20,0,-165.73891359
1595862000,-20,30,-42.6829079964
1595862000,-20,60,-87.2306535024
1595862000,-20,90,-214.1895359271
1595865600,-60,0,-26.31171975
1595865600,-60,30,-22.50325059495
1595865600,-60,60,-36.08124636
1595865600,-60,90,-31.6294453839
1595865600,-40,0,-24.6838789884
1595865600,-40,30,-32.8742664159
1595865600,-40,60,-138.9257231484
1595865600,-40,90,-150.9267283056
1595865600,-20,0,-189.9721129839
1595865600,-20,30,-46.43588092695
1595865600,-20,60,-88.6576499019
1595865600,-20,90,-210.83848777575
1595869200,-60,0,-31.0069674876
1595869200,-60,30,-23.4378762096
1595869200,-60,60,-36.7512108636
1595869200,-60,90,-31.6294453839
1595869200,-40,0,-26.6004554844
1595869200,-40,30,-33.4966095516
1595869200,-40,60,-139.6349203719
1595869200,-40,90,-150.9267283056
1595869200,-20,0,-210.86203359
1595869200,-20,30,-49.5184199511
1595869200,-20,60,-90.7977707199
1595869200,-20,90,-207.5331913551
1595872800,-60,0,-26.6004554844
1595872800,-60,30,-24.0609000591
1595872800,-60,60,-36.7512108636
1595872800,-60,90,-31.6294453839
1595872800,-40,0,-30.36040725975
1595872800,-40,30,-35.1240573279
1595872800,-40,60,-139.98948908115
1595872800,-40,90,-151.28082056835
1595872800,-20,0,-223.97680071
1595872800,-20,30,-51.5250201999
1595872800,-20,60,-91.4634670071
1595872800,-20,90,-206.17313799
1595876400,-60,0,-21.854849835
1595876400,-60,30,-24.99534599295
1595876400,-60,60,-36.7512108636
1595876400,-60,90,-31.6294453839
1595876400,-40,0,-34.166775
1595876400,-40,30,-36.08124636
1595876400,-40,60,-139.6349203719
1595876400,-40,90,-150.9267283056
1595876400,-20,0,-238.2850420167
1595876400,-20,30,-54.12809972835
1595876400,-20,60,-92.8897537206
1595876400,-20,90,-206.5014406878
1595880000,-60,0,-17.1092441856
1595880000,-60,30,-25.3068129975
1595880000,-60,60,-36.7512108636
1595880000,-60,90,-31.0069674876
1595880000,-40,0,-36.7512108636
1595880000,-40,30,-37.4211232704
1595880000,-40,60,-138.2164661199
1595880000,-40,90,-150.9267283056
1595880000,-20,0,-238.2855365376
1595880000,-20,30,-55.4413169775
1595880000,-20,60,-94.3158610191
1595880000,-20,90,-206.17313799
1595883600,-60,0,-17.6847657456
1595883600,-60,30,-25.9297020864
1595883600,-60,60,-36.7512108636
1595883600,-60,90,-31.0069674876
1595883600,-40,0,-41.6784710454
1595883600,-40,30,-38.06703667395
1595883600,-40,60,-136.0883063019
1595883600,-40,90,-150.57260614035
1595883600,-20,0,-229.6845741504
1595883600,-20,30,-55.4413169775
1595883600,-20,60,-95.7416991951
1595883600,-20,90,-204.8597709084
1595887200,-60,0,-17.94852964875
1595887200,-60,30,-26.6004554844
1595887200,-60,60,-36.7512108636
1595887200,-60,90,-30.3844446711
1595887200,-40,0,-46.12524375
1595887200,-40,30,-39.3827099151
1595887200,-40,60,-134.0069776284
1595887200,-40,90,-150.9267283056
1595887200,-20,0,-215.828552358
1595887200,-20,30,-56.1097743951
1595887200,-20,60,-96.4545285756
1595887200,-20,90,-205.188125703
1595890800,-60,0,-18.2122935519
1595890800,-60,30,-26.6004554844
1595890800,-60,60,-36.7512108636
1595890800,-60,90,-29.7139852479
1595890800,-40,0,-48.8494490079
1595890800,-40,30,-39.3827099151
1595890800,-40,60,-133.2973059519
1595890800,-40,90,-150.2184839751
1595890800,-20,0,-206.8297433856
1595890800,-20,30,-56.1097743951
1595890800,-20,60,-96.4545285756
1595890800,-20,90,-206.8297433856
1595894400,-60,0,-18.2122935519
1595894400,-60,30,-26.6004554844
1595894400,-60,60,-36.7512108636
1595894400,-60,90,-29.7139852479
1595894400,-40,0,-51.85935483
1595894400,-40,30,-40.339412799
1595894400,-40,60,-131.52285763815
1595894400,-40,90,-150.2184839751
1595894400,-20,0,-201.5285130831
1595894400,-20,30,-56.1097743951
1595894400,-20,60,-96.4545285756
1595894400,-20,90,-208.1896888359
1595898000,-60,0,-18.7877417511
1595898000,-60,30,-27.2232512775
1595898000,-60,60,-36.7512108636
1595898000,-60,90,-29.0913691356
1595898000,-40,0,-54.1520019804
1595898000,-40,30,-40.6742424816
1595898000,-40,60,-129.7480504944
1595898000,-40,90,-149.5101798396
1595898000,-20,0,-194.88509455215
1595898000,-20,30,-56.1097743951
1595898000,-20,60,-96.09811388535
1595898000,-20,90,-210.51039718635
1595901600,-60,0,-19.3631516751
1595901600,-60,30,-27.2232512775
1595901600,-60,60,-36.7512108636
1595901600,-60,90,-29.0913691356
1595901600,-40,0,-56.1097743951
1595901600,-40,30,-41.34384975
1595901600,-40,60,-129.7480504944
1595901600,-40,90,-149.5101798396
1595901600,-20,0,-188.9421135399
1595901600,-20,30,-56.1097743951
1595901600,-20,60,-95.7416991951
1595901600,-20,90,-214.1895359271
1595905200,-60,0,-19.3631516751
1595905200,-60,30,-27.2232512775
1595905200,-60,60,-36.08124636
1595905200,-60,90,-29.0913691356
1595905200,-40,0,-57.064616679
1595905200,-40,30,-41.34384975
1595905200,-40,60,-128.68297483215
1595905200,-40,90,-148.8018158991
1595905200,-20,0,-184.7110555359
1595905200,-20,30,-56.1097743951
1595905200,-20,60,-95.7416991951
1595905200,-20,90,-216.8130996279
1595908800,-60,0,-19.6508374995
1595908800,-60,30,-27.2232512775
1595908800,-60,60,-36.08124636
1595908800,-60,90,-28.4687081031
1595908800,-40,0,-58.0671
1595908800,-40,30,-41.34384975
1595908800,-40,60,-126.9075696384
1595908800,-40,90,-148.8018158991
1595908800,-20,0,-180.12491250615
1595908800,-20,30,-56.42010630075
1595908800,-20,60,-95.7416991951
1595908800,-20,90,-219.97424321355
1595912400,-60,0,-20.4659137116
1595912400,-60,30,-27.2232512775
1595912400,-60,60,-35.4590898159
1595912400,-60,90,-28.4687081031
1595912400,-40,0,-58.7353527516
1595912400,-40,30,-42.0134049216
1595912400,-40,60,-126.9075696384
1595912400,-40,90,-148.0933921536
1595912400,-20,0,-176.9955915351
1595912400,-20,30,-56.7304382064
1595912400,-20,60,-96.4545285756
1595912400,-20,90,-223.04072271
1595916000,-60,0,-20.4659137116
1595916000,-60,30,-27.2232512775
1595916000,-60,60,-35.4590898159
1595916000,-60,90,-28.4687081031
1595916000,-40,0,-59.80921376835
1595916000,-40,30,-42.0134049216
1595916000,-40,60,-126.1972999119
1595916000,-40,90,-147.3849086031
1595916000,-20,0,-177.7015712496
1595916000,-20,30,-56.7304382064
1595916000,-20,60,-96.4545285756
1595916000,-20,90,-225.8954282271
1595919600,-60,0,-21.328842006
1595919600,-60,30,-27.2232512775
1595919600,-60,60,-35.4590898159
1595919600,-60,90,-28.15735512675
1595919600,-40,0,-47.4635577564
1595919600,-40,30,-42.0134049216
1595919600,-40,60,-125.4869703804
1595919600,-40,90,-146.6763652476
1595919600,-20,0,-25.33067777175
1595919600,-20,30,-56.7304382064
1595919600,-20,60,-97.1672981511
1595919600,-20,90,-229.70790267315
1595923200,-60,0,-21.6164720124
1595923200,-60,30,-27.2232512775
1595923200,-60,60,-35.4590898159
1595923200,-60,90,-28.4687081031
1595923200,-40,0,-27.2232512775
1595923200,-40,30,-42.6829079964
1595923200,-40,60,-125.4869703804
1595923200,-40,90,-147.3849086031
1595923200,-20,0,-31.0069674876
1595923200,-20,30,-57.3987951516
1595923200,-20,60,-97.8800079216
1595923200,-20,90,-232.5837297756
1595926800,-60,0,-22.19169375
1595926800,-60,30,-27.8460021504
1595926800,-60,60,-34.7890248399
1595926800,-60,90,-28.4687081031
1595926800,-40,0,-15.142366659
1595926800,-40,30,-42.6829079964
1595926800,-40,60,-125.4869703804
1595926800,-40,90,-147.3849086031
1595926800,-20,0,-31.0069674876
1595926800,-20,30,-55.4413169775
1595926800,-20,60,-97.8800079216
1595926800,-20,90,-233.5187233116
1595930400,-60,0,-22.8148074399
1595930400,-60,30,-27.8460021504
1595930400,-60,60,-35.4590898159
1595930400,-60,90,-28.4687081031
1595930400,-40,0,-13.1754891324
1595930400,-40,30,-43.3523589744
1595930400,-40,60,-126.1972999119
1595930400,-40,90,-146.6763652476
1595930400,-20,0,-26.33532869175
1595930400,-20,30,-47.82183185055
1595930400,-20,60,-98.94895296735
1595930400,-20,90,-233.9861669196
1595934000,-60,0,-22.8148074399
1595934000,-60,30,-28.4687081031
1595934000,-60,60,-35.4590898159
1595934000,-60,90,-29.0913691356
1595934000,-40,0,-13.1754891324
1595934000,-40,30,-44.0695700679
1595934000,-40,60,-127.6177795599
1595934000,-40,90,-147.3849086031
1595934000,-20,0,-31.0069674876
1595934000,-20,30,-42.6829079964
1595934000,-20,60,-100.0177784031
1595934000,-20,90,-233.5187233116
1595937600,-60,0,-22.8148074399
1595937600,-60,30,-28.4687081031
1595937600,-60,60,-35.4590898159
1595937600,-60,90,-29.0913691356
1595937600,-40,0,-13.1754891324
1595937600,-40,30,-44.4042415995
1595937600,-40,60,-129.0379900854
1595937600,-40,90,-147.03063692535
1595937600,-20,0,-16.5336843504
1595937600,-20,30,-40.6742424816
1595937600,-20,60,-100.7302489536
1595937600,-20,90,-230.6666606439
1595941200,-60,0,-22.8148074399
1595941200,-60,30,-29.40267719175
1595941200,-60,60,-35.4590898159
1595941200,-60,90,-29.7139852479
1595941200,-40,0,-13.1754891324
1595941200,-40,30,-45.4082040975
1595941200,-40,60,-131.1679320924
1595941200,-40,90,-147.3849086031
1595941200,-20,0,-23.7730870494
1595941200,-20,30,-40.339412799
1595941200,-20,60,-101.08645432635
1595941200,-20,90,-224.93595233055
1595944800,-60,0,-22.8148074399
1595944800,-60,30,-30.3844446711
1595944800,-60,60,-35.4590898159
1595944800,-60,90,-30.3844446711
1595944800,-40,0,-13.1754891324
1595944800,-40,30,-45.4082040975
1595944800,-40,60,-132.5875744704
1595944800,-40,90,-148.0933921536
1595944800,-20,0,-21.6164720124
1595944800,-20,30,-40.6742424816
1595944800,-20,60,-101.4426596991
1595944800,-20,90,-218.827056
1595948400,-60,0,-22.19169375
1595948400,-60,30,-31.0069674876
1595948400,-60,60,-36.08124636
1595948400,-60,90,-30.3844446711
1595948400,-40,0,-13.1754891324
1595948400,-40,30,-46.7944268016
1595948400,-40,60,-134.0069477259
1595948400,-40,90,-148.0933921536
1595948400,-20,0,-17.1092441856
1595948400,-20,30,-42.0134049216
1595948400,-20,60,-102.1550106396
1595948400,-20,90,-215.5014219711
1595952000,-60,0,-22.8148074399
1595952000,-60,30,-31.31820643575
1595952000,-60,60,-36.08124636
1595952000,-60,90,-30.69570607935
1595952000,-40,0,-18.2122935519
1595952000,-40,30,-48.1326366144
1595952000,-40,60,-135.3788399559
1595952000,-40,90,-148.8018158991
1595952000,-20,0,-21.92800971975
1595952000,-20,30,-42.682881948
1595952000,-20,60,-102.84353175855
1595952000,-20,90,-212.174421996
1595955600,-60,0,-22.8148074399
1595955600,-60,30,-32.25187836
1595955600,-60,60,-36.08124636
1595955600,-60,90,-30.3844446711
1595955600,-40,0,-12.59966775
1595955600,-40,30,-48.1326366144
1595955600,-40,60,-134.7165894999
1595955600,-40,90,-148.8018158991
1595955600,-20,0,-21.0412119996
1595955600,-20,30,-40.6742424816
1595955600,-20,60,-103.5320528775
1595955600,-20,90,-210.1588686975
1595959200,-60,0,-22.8148074399
1595959200,-60,30,-32.25187836
1595959200,-60,60,-36.7512108636
1595959200,-60,90,-30.3844446711
1595959200,-40,0,-12.59966775
1595959200,-40,30,-48.8494490079
1595959200,-40,60,-133.65214179015
1595959200,-40,90,-148.8018158991
1595959200,-20,0,-21.0412119996
1595959200,-20,30,-36.08124636
1595959200,-20,60,-104.24422839
1595959200,-20,90,-209.5025275071
1595962800,-60,0,-22.50325059495
1595962800,-60,30,-32.8742664159
1595962800,-60,60,-36.4162286118
1595962800,-60,90,-30.0492149595
1595962800,-40,0,-12.59966775
1595962800,-40,30,-48.8494490079
1595962800,-40,60,-131.8777831839
1595962800,-40,90,-148.8018158991
1595962800,-20,0,-13.1754891324
1595962800,-20,30,-32.56302746775
1595962800,-20,60,-103.88814063375
1595962800,-20,90,-208.1896888359
1595966400,-60,0,-22.19169375
1595966400,-60,30,-32.8742664159
1595966400,-60,60,-36.08124636
1595966400,-60,90,-29.0913691356
1595966400,-40,0,-12.59966775
1595966400,-40,30,-48.8494490079
1595966400,-40,60,-130.4580211959
1595966400,-40,90,-148.0933921536
1595966400,-20,0,-13.1754891324
1595966400,-20,30,-29.7139852479
1595966400,-20,60,-103.5320528775
1595966400,-20,90,-208.1896888359
1595970000,-60,0,-21.6164720124
1595970000,-60,30,-32.25187836
1595970000,-60,60,-36.08124636
1595970000,-60,90,-29.0913691356
1595970000,-40,0,-12.59966775
1595970000,-40,30,-48.49104281115
1595970000,-40,60,-129.0379900854
1595970000,-40,90,-147.73915037835
1595970000,-20,0,-13.1754891324
1595970000,-20,30,-29.0913691356
1595970000,-20,60,-103.5320528775
1595970000,-20,90,-208.1896888359
1595973600,-60,0,-21.328842006
1595973600,-60,30,-32.25187836
1595973600,-60,60,-36.08124636
1595973600,-60,90,-28.78003861935
1595973600,-40,0,-12.59966775
1595973600,-40,30,-48.1326366144
1595973600,-40,60,-126.9075696384
1595973600,-40,90,-146.6763652476
1595973600,-20,0,-13.1754891324
1595973600,-20,30,-27.53462671395
1595973600,-20,60,-102.81981756
1595973600,-20,90,-209.1743308635
1595977200,-60,0,-21.0412119996
1595977200,-60,30,-32.25187836
1595977200,-60,60,-36.08124636
1595977200,-60,90,-28.4687081031
1595977200,-40,0,-12.59966775
1595977200,-40,30,-47.4635577564
1595977200,-40,60,-126.9075696384
1595977200,-40,90,-146.6763652476
1595977200,-20,0,-13.1754891324
1595977200,-20,30,-26.6004554844
1595977200,-20,60,-102.1550106396
1595977200,-20,90,-210.86203359
1595980800,-60,0,-21.0412119996
1595980800,-60,30,-32.25187836
1595980800,-60,60,-36.08124636
1595980800,-60,90,-28.4687081031
1595980800,-40,0,-12.59966775
1595980800,-40,30,-46.7944268016
1595980800,-40,60,-124.80023370975
1595980800,-40,90,-146.345684703
1595980800,-20,0,-13.1754891324
1595980800,-20,30,-25.9297020864
1595980800,-20,60,-102.1550106396
1595980800,-20,90,-212.1744480444
1595984400,-60,0,-20.4659137116
1595984400,-60,30,-31.94066187195
1595984400,-60,60,-35.4590898159
1595984400,-60,90,-27.8460021504
1595984400,-40,0,-12.59966775
1595984400,-40,30,-46.12524375
1595984400,-40,60,-123.4029920796
1595984400,-40,90,-145.3063451799
1595984400,-20,0,-13.1754891324
1595984400,-20,30,-25.61825754195
1595984400,-20,60,-102.1550106396
1595984400,-20,90,-213.51005652675
1595988000,-60,0,-20.4659137116
1595988000,-60,30,-31.6294453839
1595988000,-60,60,-34.7890248399
1595988000,-60,90,-27.8460021504
1595988000,-40,0,-12.59966775
1595988000,-40,30,-45.4082040975
1595988000,-40,60,-122.6924273151
1595988000,-40,90,-144.5976263964
1595988000,-20,0,-13.1754891324
1595988000,-20,30,-24.6838789884
1595988000,-20,60,-101.4426596991
1595988000,-20,90,-216.1572868479
1595991600,-60,0,-19.9385233239
1595991600,-60,30,-31.6294453839
1595991600,-60,60,-35.4590898159
1595991600,-60,90,-27.8460021504
1595991600,-40,0,-12.59966775
1595991600,-40,30,-44.7389131311
1595991600,-40,60,-121.62646055835
1595991600,-40,90,-144.5975964939
1595991600,-20,0,-13.1754891324
1595991600,-20,30,-24.6838789884
1595991600,-20,60,-101.4426596991
1595991600,-20,90,-216.8130996279
1595995200,-60,0,-19.9385233239
1595995200,-60,30,-31.6294453839
1595995200,-60,60,-34.7890248399
1595995200,-60,90,-27.2232512775
1595995200,-40,0,-13.1754891324
1595995200,-40,30,-44.0695700679
1595995200,-40,60,-120.5603741916
1595995200,-40,90,-143.8888478079
1595995200,-20,0,-12.8875784412
1595995200,-20,30,-24.6838789884
1595995200,-20,60,-101.4426596991
1595995200,-20,90,-219.97424321355
1595998800,-60,0,-19.9385233239
1595998800,-60,30,-31.0069674876
1595998800,-60,60,-34.7890248399
1595998800,-60,90,-27.2232512775
1595998800,-40,0,-12.59966775
1595998800,-40,30,-44.0695700679
1595998800,-40,60,-120.5603741916
1595998800,-40,90,-143.8888478079
1595998800,-20,0,-13.1754891324
1595998800,-20,30,-24.0609000591
1595998800,-20,60,-101.4426596991
1595998800,-20,90,-223.04072271
1596002400,-60,0,-19.3631516751
1596002400,-60,30,-31.0069674876
1596002400,-60,60,-34.7890248399
1596002400,-60,90,-27.2232512775
1596002400,-40,0,-12.3117379212
1596002400,-40,30,-43.3523589744
1596002400,-40,60,-119.8495702071
1596002400,-40,90,-142.82556031515
1596002400,-20,0,-13.1754891324
1596002400,-20,30,-24.0609000591
1596002400,-20,60,-102.1550106396
1596002400,-20,90,-224.91277239
1596006000,-60,0,-19.3631516751
1596006000,-60,30,-31.0069674876
1596006000,-60,60,-34.7890248399
1596006000,-60,90,-27.2232512775
1596006000,-40,0,-12.59966775
1596006000,-40,30,-43.3523589744
1596006000,-40,60,-119.1387064176
1596006000,-40,90,-142.4711112159
1596006000,-20,0,-13.1754891324
1596006000,-20,30,-21.3288037308
1596006000,-20,60,-102.1550106396
1596006000,-20,90,-228.2813768184
1596009600,-60,0,-18.7877417511
1596009600,-60,30,-31.0069674876
1596009600,-60,60,-34.166775
1596009600,-60,90,-26.6004554844
1596009600,-40,0,-12.59966775
1596009600,-40,30,-43.3523589744
1596009600,-40,60,-119.1387064176
1596009600,-40,90,-142.4711112159
1596009600,-20,0,-13.1754891324
1596009600,-20,30,-19.3631516751
1596009600,-20,60,-102.81981756
1596009600,-20,90,-230.6666606439
1596013200,-60,0,-18.2122935519
1596013200,-60,30,-31.0069674876
1596013200,-60,60,-34.166775
1596013200,-60,90,-27.2232512775
1596013200,-40,0,-12.59966775
1596013200,-40,30,-42.6829079964
1596013200,-40,60,-119.1387064176
1596013200,-40,90,-142.4711112159
1596013200,-20,0,-13.1754891324
1596013200,-20,30,-18.7877417511
1596013200,-20,60,-102.1550106396
1596013200,-20,90,-232.5837297756
1596016800,-60,0,-17.94852964875
1596016800,-60,30,-31.0069674876
1596016800,-60,60,-34.47789991995
1596016800,-60,90,-27.2232512775
1596016800,-40,0,-12.59966775
1596016800,-40,30,-42.6829079964
1596016800,-40,60,-119.8495702071
1596016800,-40,90,-141.7621532124
1596016800,-20,0,-12.8875784412
1596016800,-20,30,-17.94852964875
1596016800,-20,60,-102.1550106396
1596016800,-20,90,-233.5187233116
1596020400,-60,0,-17.6847657456
1596020400,-60,30,-31.0069674876
1596020400,-60,60,-34.166775
1596020400,-60,90,-27.8460021504
1596020400,-40,0,-12.59966775
1596020400,-40,30,-42.6829079964
1596020400,-40,60,-120.5603741916
1596020400,-40,90,-142.4711112159
1596020400,-20,0,-13.1754891324
1596020400,-20,30,-17.6847657456
1596020400,-20,60,-103.5320528775
1596020400,-20,90,-233.5187233116
1596024000,-60,0,-17.1092441856
1596024000,-60,30,-31.0069674876
1596024000,-60,60,-34.7890248399
1596024000,-60,90,-27.8460021504
1596024000,-40,0,-12.59966775
1596024000,-40,30,-42.348156459
1596024000,-40,60,-122.33711503035
1596024000,-40,90,-142.11663221415
1596024000,-20,0,-13.1754891324
1596024000,-20,30,-17.6847657456
1596024000,-20,60,-103.5320528775
1596024000,-20,90,-231.6018721359
1596027600,-60,0,-24.0581058366
1596027600,-60,30,-31.6294453839
1596027600,-60,60,-34.7890248399
1596027600,-60,90,-28.4687081031
1596027600,-40,0,-12.59966775
1596027600,-40,30,-42.6829079964
1596027600,-40,60,-123.4029920796
1596027600,-40,90,-142.4711112159
1596027600,-20,0,-17.94816736335
1596027600,-20,30,-17.6847657456
1596027600,-20,60,-104.24422839
1596027600,-20,90,-225.4271658222
1596031200,-60,0,-27.2232512775
1596031200,-60,30,-32.25187836
1596031200,-60,60,-34.7890248399
1596031200,-60,90,-29.0913691356
1596031200,-40,0,-12.59966775
1596031200,-40,30,-42.6829079964
1596031200,-40,60,-124.7765810439
1596031200,-40,90,-143.1800094144
1596031200,-20,0,-21.0412119996
1596031200,-20,30,-17.6847657456
1596031200,-20,60,-104.24422839
1596031200,-20,90,-219.4826566716
1596034800,-60,0,-21.0412119996
1596034800,-60,30,-32.25187836
1596034800,-60,60,-34.7890248399
1596034800,-60,90,-29.0913691356
1596034800,-40,0,-12.59966775
1596034800,-40,30,-43.0176334854
1596034800,-40,60,-125.84213514615
1596034800,-40,90,-143.53442861115
1596034800,-20,0,-21.0412119996
1596034800,-20,30,-17.6847657456
1596034800,-20,60,-104.24422839
1596034800,-20,90,-216.1572868479
1596038400,-60,0,-18.2122935519
1596038400,-60,30,-32.8742664159
1596038400,-60,60,-35.1240573279
1596038400,-60,90,-29.40267719175
1596038400,-40,0,-12.59966775
1596038400,-40,30,-43.3523589744
1596038400,-40,60,-126.9075696384
1596038400,-40,90,-143.8888478079
1596038400,-20,0,-16.821464268
1596038400,-20,30,-17.94852964875
1596038400,-20,60,-104.9563440975
1596038400,-20,90,-213.83804106195
1596042000,-60,0,-13.1754891324
1596042000,-60,30,-32.8742664159
1596042000,-60,60,-35.4590898159
1596042000,-60,90,-29.7139852479
1596042000,-40,0,-12.59966775
1596042000,-40,30,-43.3523589744
1596042000,-40,60,-127.6177795599
1596042000,-40,90,-143.8888478079
1596042000,-20,0,-17.1092441856
1596042000,-20,30,-18.7877417511
1596042000,-20,60,-105.6684
1596042000,-20,90,-210.86203359
1596045600,-60,0,-13.1754891324
1596045600,-60,30,-32.8742664159
1596045600,-60,60,-35.4590898159
1596045600,-60,90,-29.7139852479
1596045600,-40,0,-12.59966775
1596045600,-40,30,-43.3523589744
1596045600,-40,60,-126.55243477515
1596045600,-40,90,-143.8888478079
1596045600,-20,0,-17.1092441856
1596045600,-20,30,-18.7877417511
1596045600,-20,60,-105.6684
1596045600,-20,90,-210.1588686975
1596049200,-60,0,-13.1754891324
1596049200,-60,30,-32.56307238795
1596049200,-60,60,-35.4590898159
1596049200,-60,90,-29.0913691356
1596049200,-40,0,-12.59966775
1596049200,-40,30,-43.3523589744
1596049200,-40,60,-126.1972999119
1596049200,-40,90,-143.8888478079
1596049200,-20,0,-17.3970049656
1596049200,-20,30,-19.3631516751
1596049200,-20,60,-106.02439804875
1596049200,-20,90,-209.1743308635
1596052800,-60,0,-13.1754891324
1596052800,-60,30,-32.25187836
1596052800,-60,60,-35.4590898159
1596052800,-60,90,-29.0913691356
1596052800,-40,0,-12.59966775
1596052800,-40,30,-42.6829079964
1596052800,-40,60,-124.7765810439
1596052800,-40,90,-143.1800094144
1596052800,-20,0,-17.6847657456
1596052800,-20,30,-19.9385233239
1596052800,-20,60,-105.6684
1596052800,-20,90,-208.8461342199
1596056400,-60,0,-13.1754891324
1596056400,-60,30,-31.6294453839
1596056400,-60,60,-35.4590898159
1596056400,-60,90,-28.4687081031
1596056400,-40,0,-12.8875784412
1596056400,-40,30,-42.348156459
1596056400,-40,60,-123.4029621771
1596056400,-40,90,-143.1800094144
1596056400,-20,0,-17.6847657456
1596056400,-20,30,-19.9385233239
1596056400,-20,60,-105.6684
1596056400,-20,90,-209.5025275071
1596060000,-60,0,-13.1754891324
1596060000,-60,30,-31.6294453839
1596060000,-60,60,-35.1240573279
1596060000,-60,90,-28.15735512675
1596060000,-40,0,-13.1754891324
1596060000,-40,30,-42.0134049216
1596060000,-40,60,-121.9818027456
1596060000,-40,90,-142.4711112159
1596060000,-20,0,-17.6847657456
1596060000,-20,30,-20.4659137116
1596060000,-20,60,-105.6684
1596060000,-20,90,-210.51045114375
1596063600,-60,0,-13.1754891324
1596063600,-60,30,-31.0069674876
1596063600,-60,60,-35.4590898159
1596063600,-60,90,-27.8460021504
1596063600,-40,0,-13.1754891324
1596063600,-40,30,-41.34384975
1596063600,-40,60,-120.5603741916
1596063600,-40,90,-142.4711112159
1596063600,-20,0,-17.6847657456
1596063600,-20,30,-21.0412119996
1596063600,-20,60,-104.9563440975
1596063600,-20,90,-212.1744480444
1596067200,-60,0,-13.1754891324
1596067200,-60,30,-31.0069674876
