LAI,alpha,k_sat,kc_max,n,root_max_distance,roots_deformation,roots_depth,theta_sat,water_table
2.896779288103245,2.6449705882553447,4.240118827684865e-06,1.589369082188781,1.4084135909698337,1.7907858115876607,1.5145837843701035,0.9196773509805085,0.3252829772809138,1.5303665217431706
