time_total_s,status,rmse,config__thetaS,config__rootZDeformation,config__rootXDeformation,config__kcMax,config__VG_n,config__VG_alpha,config__Ks
172.3869345188141,success,0.8545747200121675,0.3725618456956152,0.26639242043080236,0.755486898036596,2.634316023908424,1.4236330406660962,1.1948641457578983,3.895960595582751e-07
433.68836784362793,success,0.6533816398223742,0.42672964698525506,0.22479664553084766,0.4985070123025904,1.797094297139436,1.1103759746797008,2.5426412865334918,1.583538918896984e-06
454.012663602829,success,0.8413967784762684,0.31766796283480203,0.003948266327914451,0.9533933461949365,2.268288395078665,1.1845554182812679,2.5210614243979172,1.2531052360505417e-06
444.85450863838196,success,0.7152799180105905,0.4512108434285625,0.11138840600805332,0.44293518135545734,1.9530428740034633,1.1,2.521832806541907,1.4329963524300454e-06
392.2954275608063,success,0.5390643261276489,0.40224845054194763,0.338204885053642,0.5540788432497235,1.6411457202754085,1.1931658858192309,2.5634497665250766,1.749896643776589e-06
382.0415720939636,success,0.5127762556416582,0.38477447808713316,0.42965736905387997,0.5181721600923557,1.8167332629858224,1.2419061384083983,2.2200060683861276,1.7791201524328676e-06
397.9107882976532,success,0.539138491562343,0.4022484505419477,0.338204885053642,0.5540788432497235,1.6411457202754085,1.1931658858192309,2.5634497665250766,1.7498966437765896e-06
371.0602641105652,success,0.569736876495021,0.39623747774377344,0.31555607260462676,0.6346899718988136,2.030585378529908,1.2823762391059463,2.057737795444975,2.4040593805107334e-06
172.87289142608643,success,0.8095459962110818,0.4443510634863599,0.7145757833976906,0.9177741225129434,2.313816552016892,1.4062630334146942,2.625241923304227,2.934965301878308e-07
175.28069686889648,success,0.9722287936318308,0.3946914730100957,0.08466320954614695,0.8346537356139456,2.6015190664147285,1.4177280331940323,1.1838260097581998,2.3810936212943708e-07
376.71977829933167,success,0.5212301276418347,0.37331147843049295,0.5437586655031332,0.40165434828589774,1.6028811474417366,1.2014360377108502,2.38227434132728,1.316634914450533e-06
186.45787262916565,success,0.456547746629561,0.4348267230132691,0.6177669784693172,0.4340139933332937,2.2697073638315866,1.2866703800257346,1.284340095203054,5.103207784066524e-07
253.88218545913696,success,0.4787389301529423,0.41338380517600987,0.4728486853250674,0.5307572740828795,2.1936935974430565,1.2884498744899955,1.4682625879828566,8.267646819026227e-07
