LAI,alpha,conductivityHVRatio,k_sat,kc_max,n,plant_max_distance,roots_deformation,roots_depth,theta_sat,water_table
3.962484806345449,1.4077588687812446,1.0561558818892895,6.433326760357968e-07,0.9476502479296014,1.1184379274477165,1.0481464498343613,0.27960068192013476,0.8131571156078046,0.3364442216977608,1.933958338261611
